SubjectID,Regularization,Mean,Sigma,5th%,95th%,5th%mean,95th%mean,Min,Max
S03xS02,syn,-0.0109638,0.254603,-0.441848,0.39709,-0.558711,0.51487,-1.29302,1.42117

S03xS04,bsyn,-0.00921482,0.234773,-0.382156,0.394818,-0.495237,0.526166,-1.03762,1.13329

S03xS04,syn,0.0076411,0.213904,-0.328177,0.375834,-0.428758,0.495416,-0.870115,1.06525

S03xS05,bsyn,-0.0469006,0.296871,-0.539908,0.4325,-0.697853,0.592396,-1.60612,1.30707

S03xS05,syn,-0.031742,0.245563,-0.443212,0.363798,-0.571038,0.50773,-1.09975,1.13645

S03xS06,bsyn,-0.0274645,0.286705,-0.501624,0.440091,-0.638435,0.564833,-1.24082,1.32197

S03xS06,syn,-0.0133613,0.257894,-0.441572,0.412223,-0.565868,0.532702,-1.50707,1.23529

S03xS07,bsyn,-0.0162326,0.282527,-0.491186,0.4392,-0.62705,0.598095,-1.11576,1.08933

S03xS07,syn,-0.00355716,0.24254,-0.41189,0.385934,-0.536001,0.531058,-1.11221,0.937085

S03xS08,bsyn,-0.0222076,0.302381,-0.52415,0.467812,-0.6729,0.614903,-1.35348,1.47392

S03xS08,syn,-0.00262863,0.249958,-0.414682,0.410015,-0.537785,0.538629,-1.01473,1.16454

S03xS09,bsyn,-0.0123106,0.294183,-0.500095,0.476532,-0.652311,0.600758,-1.40366,1.18037

S03xS09,syn,0.00694715,0.240772,-0.391123,0.410863,-0.503542,0.519529,-1.23747,1.17086

S03xS10,bsyn,-0.0263151,0.296556,-0.529475,0.45147,-0.672726,0.565452,-1.22647,1.09778

S03xS10,syn,-0.0161887,0.252209,-0.432123,0.400745,-0.554827,0.513731,-1.32169,1.14857

S03xS11,bsyn,-0.0444086,0.292227,-0.529356,0.42697,-0.703737,0.547974,-1.60367,1.33703

S03xS11,syn,-0.0242253,0.250704,-0.428118,0.391115,-0.568121,0.505569,-1.30433,1.13745

S03xS12,bsyn,-0.053676,0.323693,-0.582299,0.4956,-0.716683,0.643749,-1.29085,1.3339

S03xS12,syn,-0.0307768,0.269808,-0.467393,0.427026,-0.591278,0.561368,-1.18921,1.24469

S03xS13,bsyn,-0.0472875,0.296131,-0.54839,0.435219,-0.682993,0.564345,-1.286,1.31579

S03xS13,syn,-0.0318071,0.252076,-0.450908,0.38032,-0.5724,0.499909,-1.11426,1.25499

S03xS14,bsyn,-0.0456631,0.288109,-0.518368,0.423515,-0.643306,0.643772,-1.25099,1.50865

S03xS14,syn,-0.0352344,0.256353,-0.453827,0.397687,-0.566772,0.59226,-1.22766,1.13104

S03xS15,bsyn,-0.0263857,0.315512,-0.533413,0.494139,-0.708344,0.620271,-1.45492,1.32062

S03xS15,syn,-0.00940237,0.260171,-0.431013,0.420778,-0.58699,0.529631,-1.30344,1.21306

S03xS16,bsyn,-0.0216117,0.329387,-0.593178,0.502122,-0.742224,0.625303,-1.26148,1.1648

S03xS16,syn,-0.00137326,0.272352,-0.453805,0.441105,-0.588965,0.552499,-1.07938,1.19639

S03xS17,bsyn,-0.0021886,0.307527,-0.516048,0.494962,-0.677087,0.63224,-1.38835,1.21522

S03xS17,syn,0.011228,0.254778,-0.412998,0.432561,-0.538819,0.56225,-0.97983,1.3647

S03xS18,bsyn,-0.0321635,0.301614,-0.534949,0.45359,-0.678769,0.625876,-1.24618,1.21409

S03xS18,syn,-0.0128264,0.258169,-0.432334,0.419034,-0.549527,0.585877,-1.08913,1.28489

S03xS19,bsyn,-0.0121151,0.308617,-0.539767,0.492371,-0.680223,0.608124,-1.32943,1.30053

S03xS19,syn,0.00327673,0.275674,-0.454985,0.451296,-0.601783,0.561011,-1.37899,1.14745

S03xS20,bsyn,-0.01058,0.290127,-0.503026,0.458036,-0.629296,0.586327,-1.18406,1.21176

S03xS20,syn,0.00361275,0.247017,-0.409547,0.404726,-0.52584,0.526681,-1.13326,1.18928

S03xS21,bsyn,-0.0154026,0.289466,-0.49996,0.45225,-0.641895,0.584814,-1.38742,1.278

S03xS21,syn,-0.00681982,0.247025,-0.416443,0.399531,-0.53691,0.526096,-1.00097,1.15779

S03xS22,bsyn,-0.0754252,0.31443,-0.603463,0.434233,-0.755358,0.605724,-1.32301,1.5155

S03xS22,syn,-0.0529159,0.259696,-0.482856,0.372117,-0.615057,0.520446,-1.22238,1.0604

S03xS23,bsyn,-0.0223989,0.310742,-0.560942,0.476697,-0.705728,0.593501,-1.25952,1.40592

S03xS23,syn,-0.00770235,0.267253,-0.468237,0.425393,-0.58836,0.533716,-1.03179,1.2194

S03xS24,bsyn,-0.0405632,0.314653,-0.56009,0.463423,-0.720408,0.580793,-1.53205,1.25648

S03xS24,syn,-0.0194884,0.247923,-0.423546,0.388907,-0.541458,0.493566,-1.08922,1.14421

S03xS25,bsyn,-0.0101626,0.326767,-0.559254,0.513822,-0.725709,0.649418,-1.54461,1.37877

S03xS25,syn,0.0141474,0.269246,-0.432934,0.456269,-0.565547,0.576631,-1.25626,1.35072

S03xS26,bsyn,-0.0678051,0.321141,-0.588924,0.467191,-0.732912,0.597501,-1.45302,1.24683

S03xS26,syn,-0.0432546,0.264127,-0.467863,0.404069,-0.595792,0.519601,-1.26508,1.08324

S03xS27,bsyn,-0.0258742,0.320217,-0.546212,0.49221,-0.703622,0.643368,-1.36132,1.39167

S03xS27,syn,-0.00164977,0.260199,-0.416018,0.434657,-0.535497,0.561555,-1.06257,1.18251

S03xS28,bsyn,-0.0234179,0.301769,-0.522455,0.456914,-0.670073,0.623361,-1.57627,1.60091

S03xS28,syn,-0.00376861,0.242091,-0.405806,0.392828,-0.50934,0.537408,-1.11158,1.22452

S03xS29,bsyn,-0.00532764,0.321764,-0.544058,0.514088,-0.700561,0.640966,-1.55445,1.40269

S03xS29,syn,0.0180205,0.252118,-0.407914,0.427462,-0.524151,0.535622,-1.07934,1.13647

S03xS30,bsyn,-0.0768015,0.320077,-0.617567,0.445577,-0.76028,0.62316,-1.22994,1.22538

S03xS30,syn,-0.0588274,0.274543,-0.525875,0.378793,-0.669505,0.533083,-1.27354,1.26368

S03xS31,bsyn,-0.0279487,0.315645,-0.581799,0.468523,-0.723135,0.605889,-1.28073,1.45938

S03xS31,syn,-0.00877521,0.274006,-0.481459,0.42268,-0.613612,0.55537,-1.13222,1.41048

S03xS32,bsyn,-0.0377352,0.302171,-0.552678,0.448164,-0.686126,0.589013,-1.19684,1.3249

S03xS32,syn,-0.023697,0.263112,-0.463042,0.405201,-0.590742,0.533495,-1.13167,1.21096

S03xS33,bsyn,-0.0200081,0.303773,-0.536949,0.4599,-0.672812,0.58772,-1.27286,1.44583

S03xS33,syn,0.000265202,0.252595,-0.421536,0.408881,-0.542297,0.517952,-1.2397,1.31209

S03xS34,bsyn,-0.0225581,0.314975,-0.552986,0.492032,-0.693305,0.638874,-1.26919,1.3147

S03xS34,syn,-0.00708693,0.257797,-0.437793,0.41497,-0.570709,0.545837,-1.15247,1.2295

S03xS35,bsyn,-0.0604435,0.28695,-0.519568,0.423871,-0.648467,0.559009,-1.33728,1.22082

S03xS35,syn,-0.0416237,0.246713,-0.433759,0.372529,-0.546228,0.495529,-1.06694,1.26076

S03xS36,bsyn,-0.0428205,0.287786,-0.516626,0.439283,-0.656981,0.593508,-1.31301,1.37285

S03xS36,syn,-0.0238106,0.235379,-0.409089,0.372568,-0.523109,0.510659,-0.983352,1.18482

S03xS37,bsyn,-0.02927,0.298531,-0.52683,0.455992,-0.678961,0.592242,-1.59557,1.52189

S03xS37,syn,-0.0122661,0.259542,-0.449912,0.405733,-0.597721,0.528454,-1.29239,1.62404

S03xS38,bsyn,-0.0264609,0.306871,-0.524416,0.475236,-0.672953,0.617674,-1.42847,1.27643

S03xS38,syn,-0.00261453,0.250114,-0.408242,0.417198,-0.524942,0.539419,-1.06686,1.03375

S03xS39,bsyn,-0.0171279,0.290608,-0.506176,0.445701,-0.644891,0.569693,-1.22639,1.51692

S03xS39,syn,-0.00431346,0.255962,-0.433207,0.415768,-0.561196,0.526154,-1.19562,1.59955

S03xS40,bsyn,-0.0160315,0.318602,-0.534143,0.510482,-0.672298,0.650487,-1.23573,1.49897

S03xS40,syn,-0.00332189,0.269538,-0.439271,0.43683,-0.554529,0.572097,-1.03182,1.65662

S04xS01,bsyn,0.0184895,0.33387,-0.56082,0.526316,-0.759578,0.669795,-1.58268,1.39977

S04xS01,syn,0.0277023,0.283854,-0.463217,0.458956,-0.647653,0.578728,-1.49996,1.07866

