SubjectID,Regularization,AllLabels,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
c10xc11,bsyn,0.561298,0.747034,0.799497,0.699487,0.621177,0.561061,0.725552,0.547657,0.871711,0.283582,0.534336,0.165194,0.417247,0.133815,0.248701,0.295892,0.407643,0.483921,0.656604,0,0.690422,0.198591,0.117925,0.717655,0.364767,0.667235,0.503079,0.417663,0.766035,0.451592,0.620847,0.447537,0.608934,0.39122,0.69633,0.560257,0.482635,0.316532,0.642582,0.547682,0.360917,0.0821582,0.549656,0.789129,0,0,0.40625,0.501005,0.503868,0.564309,0.409029,0.510421,0,0,0,0,0,0,0,0,0.729659,0.77919,0.726943,0.618008,0.339347,0.285781,0.660881,0.834573,0.477299,0.369283,0.695883,0.339584,0.376667,0.608867,0.234509,0.61435,0.58983,0.496596,0,0.688053,0.259387,0.462668,0.717528,0.681717,0.6625,0.420988,0.41562,0.769774,0.429649,0.616838,0.734655,0.544614,0.415464,0.656074,0.459298,0.383113,0.465718,0.436989,0.334877,0.721657,0.282392,0.689061,0.524642,0,0,0.435953,0.736744,0.344123,0.392556,0.279625,0.669083,0,0,0,0,0,0,0,0,0
c10xc11,syn,0.530743,0.680095,0.79245,0.64741,0.605187,0.531005,0.713384,0.524782,0.853998,0.381914,0.524145,0.228416,0.365649,0.172682,0.216778,0.268345,0.298726,0.474992,0.624528,0,0.690095,0.263643,0.0676101,0.613425,0.329879,0.656143,0.518473,0.332669,0.764814,0.429647,0.553995,0.433351,0.573668,0.352195,0.669743,0.531545,0.476647,0.27961,0.621387,0.523185,0.326544,0.0717351,0.497189,0.773841,0,0,0.471774,0.518419,0.484526,0.527733,0.407661,0.531755,0,0,0,0,0,0,0,0,0.68931,0.775069,0.66243,0.539563,0.426621,0.366698,0.616837,0.839306,0.48312,0.341928,0.64409,0.347359,0.361944,0.580296,0.246072,0.447434,0.524049,0.462113,0,0.537058,0.12589,0.381812,0.666148,0.617013,0.649265,0.408176,0.322606,0.801554,0.403652,0.561153,0.709766,0.524112,0.352577,0.66415,0.415088,0.34248,0.420075,0.463175,0.32214,0.636265,0.267442,0.619294,0.481407,0,0,0.425188,0.690233,0.300681,0.342933,0.256607,0.737949,0,0,0,0,0,0,0,0,0
c10xc12,bsyn,0.559914,0.796111,0.782047,0.786281,0.613368,0.544815,0.761154,0.59579,0.849443,0.296752,0.691094,0.252209,0.678629,0.434203,0.269488,0.452387,0.46879,0.478052,0.456226,0,0.530566,0.443621,0,0.593634,0.132815,0.551195,0.440887,0.397078,0.609041,0.41932,0.59553,0.536403,0.611024,0.268293,0.763349,0.547034,0.401796,0.561087,0.404624,0.696121,0.566518,0.127223,0.570269,0.489202,0,0,0.605847,0.459478,0.573501,0.710611,0.419973,0.128253,0,0,0,0,0,0,0,0,0.813279,0.789492,0.561216,0.610334,0.217455,0.512161,0.585487,0.775299,0.247963,0.717489,0.22842,0.65287,0.707222,0.138916,0.528313,0.665172,0.536074,0.327257,0,0.400996,0.778896,0.00176929,0.704581,0.562588,0.621324,0.57169,0.372057,0.55791,0.609645,0.739145,0.652605,0.726971,0.505155,0.291959,0.546667,0.402639,0.610749,0.396072,0.581056,0.576672,0.268771,0.175711,0.694892,0,0,0.739505,0.529302,0.636286,0.671245,0.594203,0.377492,0,0,0,0,0,0,0,0,0
c10xc12,syn,0.533154,0.739545,0.771644,0.727671,0.602863,0.489575,0.674178,0.571803,0.830213,0.251975,0.649114,0.296397,0.639886,0.478068,0.285078,0.454524,0.497452,0.447018,0.424151,0,0.462896,0.604265,0,0.532118,0.164421,0.575085,0.439655,0.341301,0.606597,0.379733,0.510483,0.520075,0.558777,0.244878,0.711492,0.552701,0.373653,0.517113,0.368015,0.663459,0.618714,0.0738811,0.537789,0.447464,0,0,0.524194,0.414601,0.576402,0.642283,0.378933,0.14786,0,0,0,0,0,0,0,0,0.789387,0.774725,0.50368,0.582026,0.219893,0.532741,0.518734,0.771918,0.278231,0.675336,0.301461,0.646696,0.707778,0.216749,0.539875,0.648231,0.494892,0.29541,0,0.29646,0.732025,0.00566171,0.657543,0.561379,0.581618,0.537523,0.343014,0.580508,0.614011,0.690255,0.623919,0.671672,0.434021,0.291257,0.556491,0.385752,0.576961,0.328969,0.552107,0.562863,0.244186,0.182601,0.578405,0,0,0.553283,0.459535,0.522998,0.617191,0.536232,0.450888,0,0,0,0,0,0,0,0,0
c10xc13,bsyn,0.51215,0.776015,0.803691,0.497807,0.512039,0.131871,0.332582,0.710008,0.664221,0.259877,0.723125,0.200544,0.572933,0.39256,0.308834,0.55735,0.58535,0.717702,0.511698,0,0.697287,0.352548,0.383648,0.803661,0.727116,0.37372,0.382389,0.702523,0.206475,0.391566,0.502571,0.58833,0.615204,0.36,0.358383,0.479033,0.345509,0.487658,0.251445,0.708953,0.320815,0.0518087,0.541537,0.752245,0,0,0.748992,0.369056,0.433269,0.727492,0.209302,0.288075,0,0,0,0,0,0,0,0,0.788413,0.759444,0.446908,0.531804,0.0921502,0.64406,0.715476,0.617084,0.0116414,0.568386,0.00265604,0.48708,0.429444,0.0147783,0.447673,0.660688,0.668815,0.378432,0,0.40542,0.435583,0.392427,0.785299,0.709131,0.691176,0.270287,0.381868,0.183616,0.263544,0.401392,0.805526,0.806671,0.523711,0.366046,0.340702,0.407388,0.677929,0,0.334182,0.430233,0.285382,0.67528,0.703405,0,0,0.583423,0.356279,0.356048,0.646876,0.425405,0.351758,0,0,0,0,0,0,0,0,0
c10xc13,syn,0.490251,0.77355,0.807718,0.521139,0.536767,0.151367,0.385309,0.690627,0.681427,0.252853,0.702985,0.264446,0.563471,0.479178,0.33853,0.582522,0.720382,0.699781,0.38717,0,0.719516,0.465305,0.79717,0.780902,0.643523,0.328498,0.363916,0.629482,0.291387,0.399096,0.466574,0.583779,0.615204,0.279024,0.35223,0.464299,0.350898,0.432275,0.262042,0.706912,0.374284,0.0561006,0.475328,0.700801,0,0,0.652218,0.348292,0.34236,0.721463,0.109439,0.317055,0,0,0,0,0,0,0,0,0.772674,0.76614,0.44968,0.56105,0.103364,0.6913,0.702477,0.623169,0.0384168,0.548655,0.0239044,0.507889,0.564444,0.0167488,0.483546,0.744893,0.617494,0.416648,0,0.350664,0.535215,0.516631,0.784315,0.699859,0.453676,0.262965,0.376766,0.27048,0.271681,0.354325,0.82008,0.777216,0.440206,0.384129,0.351228,0.410554,0.626951,0,0.33094,0.396802,0.265781,0.621016,0.624552,0,0,0.560818,0.35907,0.334753,0.642889,0.294118,0.409931,0,0,0,0,0,0,0,0,0
c10xc14,bsyn,0.554382,0.736289,0.753859,0.325525,0.547086,0.222854,0.698963,0.667355,0.7333,0.441615,0.470517,0.515976,0.493126,0.475292,0.472903,0.340537,0.71465,0.597815,0.730189,0,0.48153,0.394471,0.360063,0.740991,0.527807,0.440273,0.506773,0.310093,0.357361,0.486015,0.573378,0.550321,0.595873,0.218537,0.37728,0.594258,0.549701,0.529143,0.534682,0.688539,0.700827,0.300736,0.492817,0.688668,0,0,0.676411,0.507033,0.579304,0.603296,0.52394,0.517696,0,0,0,0,0,0,0,0,0.749654,0.787088,0.506356,0.701825,0.499269,0.546773,0.66371,0.743971,0.287544,0.500448,0.296149,0.553167,0.315278,0.449261,0.497776,0.44843,0.585586,0.222271,0,0.69635,0.572515,0.229476,0.704909,0.593832,0.641912,0.677242,0.10675,0.370763,0.576702,0.557507,0.602194,0.74242,0.485567,0.599192,0.57193,0.493931,0.621814,0.207856,0.51899,0.496003,0.389369,0.752799,0.715054,0,0,0.425188,0.594419,0.510221,0.599468,0.0852515,0.486227,0,0,0,0,0,0,0,0,0
c10xc14,syn,0.537171,0.73787,0.731544,0.322818,0.586223,0.160303,0.71023,0.628435,0.742156,0.43108,0.481922,0.554045,0.498304,0.439756,0.447661,0.362147,0.636306,0.581892,0.704151,0,0.565544,0.500361,0.253145,0.681042,0.461485,0.408703,0.47968,0.34595,0.381185,0.507315,0.532239,0.553266,0.570794,0.146341,0.348934,0.586702,0.563473,0.453848,0.500963,0.649169,0.719924,0.244635,0.427233,0.652997,0,0,0.620968,0.541862,0.538685,0.575965,0.488372,0.540264,0,0,0,0,0,0,0,0,0.745245,0.769918,0.48963,0.709669,0.496831,0.535547,0.6462,0.764255,0.343423,0.455381,0.335989,0.537846,0.328056,0.436453,0.492736,0.421026,0.549434,0.254557,0,0.764934,0.672147,0.274416,0.696796,0.61157,0.540441,0.659549,0.150706,0.415254,0.566184,0.57292,0.609365,0.712821,0.473196,0.587956,0.572632,0.534565,0.559771,0.245499,0.525475,0.457849,0.392691,0.674419,0.62836,0,0,0.335845,0.552558,0.427598,0.515729,0.0716113,0.552918,0,0,0,0,0,0,0,0,0
c10xc15,bsyn,0.524753,0.592362,0.763255,0.515352,0.694524,0.627945,0.736368,0.636537,0.808451,0.369622,0.536763,0.366417,0.382432,0.409217,0.518931,0.389219,0.640764,0.514268,0.748679,0,0.374305,0.400253,0.775157,0.77983,0.706218,0.363481,0.554187,0.634794,0.530238,0.427281,0.591377,0.425589,0.547414,0.196098,0.751923,0.517567,0.529341,0.544285,0.500963,0.664042,0.704647,0.23176,0.460337,0.479253,0,0,0.58871,0.460817,0.424565,0.557074,0.336525,0.413368,0,0,0,0,0,0,0,0,0.827839,0.796016,0.5378,0.560539,0.427596,0.568288,0.627695,0.779806,0.19674,0.619283,0.236388,0.526183,0.481667,0.439409,0.607768,0.721475,0.603584,0.492203,0,0.465155,0.29546,0.388712,0.689912,0.618222,0.671324,0.586333,0.645212,0.52613,0.4102,0.650812,0.594178,0.638608,0.404124,0.524052,0.410877,0.327177,0.656787,0.129296,0.454377,0.401526,0.181728,0.684755,0.668683,0,0,0.665231,0.47907,0.458262,0.620735,0.389599,0.721276,0,0,0,0,0,0,0,0,0
c10xc15,syn,0.490095,0.56459,0.765772,0.417359,0.606489,0.610073,0.750338,0.590548,0.811235,0.367867,0.47076,0.380014,0.331726,0.363687,0.567186,0.42579,0.561783,0.436216,0.65283,0,0.252697,0.423744,0.812893,0.677249,0.556304,0.288396,0.5117,0.618194,0.544899,0.401248,0.514834,0.418362,0.566353,0.2,0.752142,0.498678,0.534731,0.494711,0.506744,0.64042,0.657543,0.1729,0.453467,0.482407,0,0,0.430444,0.435365,0.425532,0.494775,0.170999,0.436675,0,0,0,0,0,0,0,0,0.817842,0.790007,0.462869,0.542633,0.410044,0.564079,0.545267,0.769213,0.309662,0.58139,0.347942,0.517036,0.520833,0.419704,0.638897,0.79721,0.502515,0.48781,0,0.415376,0.30454,0.435775,0.672048,0.687966,0.652941,0.596095,0.657378,0.558616,0.396507,0.578223,0.567602,0.675282,0.362887,0.540906,0.418947,0.324538,0.60818,0.163666,0.440482,0.387718,0.180399,0.737295,0.641577,0,0,0.720129,0.467907,0.434412,0.613646,0.424552,0.7722,0,0,0,0,0,0,0,0,0
