SubjectID,Regularization,AllLabels,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
g10xg1,bsyn,0.649227,0,0,0,0.497023,0,0.682129,0.702505,0,0.243679,0.576296,0.375406,0.445388,0.426431,0.402803,0.575432,0.591244,0.916184,0.664397,0.794451,0.804769,0.617823,0.635576,0,0,0,0.897715,0,0.739449,0.729433,0.762717,0.712319,0,0.698463,0,0.525638,0.6952,0,0.555556,0.296015,0.454661,0.524444,0.42233,0.355333,0.407729,0.490415,0.683507,0.523297,0.687188,0.0977169,0.145811,0.199179,0.730332,0,0,0.622685,0,0,0.502574,0.694112,0.755996,0.668295,0.886792,0.289617,0.674302,0.607347,0.709047,0.770111,0.631321,0.840366,0,0,0,0,0,0,0,0,0,0,0.300732,0,0.431697,0.741024,0,0.828125,0.4393,0.50067,0.19823,0.708048,0.152339,0.521174,0.799287,0.910997,0.791639,0.774373,0.694276,0.235714,0.470078,0,0,0,0.916803,0,0.789322,0.509735,0.618795,0.529038,0,0.631873,0,0.515168,0.586993,0,0.778564,0,0.477862,0.27896,0.421962,0.577578,0.333418,0.751378,0.637698,0.288766,0.562167,0.328893,0.298489,0.247713,0.691168,0,0,0.688457,0,0,0.566634,0.325143,0.746823,0.752137,0.451737,0.426518,0.680729,0.465234,0.71163,0.804418,0.438405,0.686134,0,0,0,0,0,0,0
g10xg1,syn,0.638275,0,0,0,0.482977,0,0.680287,0.693363,0,0.270795,0.578413,0.361705,0.518155,0.462663,0.402031,0.57648,0.576702,0.895221,0.660992,0.8304,0.805834,0.610347,0.647607,0,0,0,0.889759,0,0.71598,0.704205,0.755169,0.704906,0,0.706346,0,0.516692,0.74567,0,0.556171,0.305158,0.454308,0.413333,0.417476,0.37434,0.405956,0.461585,0.631035,0.412186,0.663823,0.117301,0.131472,0.190025,0.720545,0,0,0.617284,0,0,0.513727,0.653555,0.730754,0.689955,0.90566,0.289617,0.632012,0.588979,0.691329,0.76153,0.635132,0.833933,0,0,0,0,0,0,0,0,0,0,0.288322,0,0.436837,0.734663,0,0.822581,0.429088,0.462943,0.226227,0.74161,0.155838,0.527816,0.802922,0.892094,0.77505,0.779797,0.710367,0.236175,0.480501,0,0,0,0.855876,0,0.787808,0.503363,0.603809,0.57804,0,0.62944,0,0.477382,0.67652,0,0.754044,0,0.482549,0.284279,0.468229,0.583558,0.315037,0.774187,0.60243,0.280854,0.527668,0.288929,0.286553,0.242184,0.667684,0,0,0.704457,0,0,0.582829,0.323766,0.712922,0.739079,0.436293,0.408946,0.651007,0.460177,0.713419,0.794993,0.411301,0.621656,0,0,0,0,0,0,0
g10xg2,bsyn,0.616774,0,0,0,0.211907,0,0.722792,0.608612,0,0.343716,0.557721,0.514764,0.606442,0.224638,0.449216,0.160555,0.265401,0.915915,0.544747,0.764021,0.756653,0.346292,0.312549,0,0,0,0.874843,0,0.64921,0.595978,0.564818,0.739499,0,0.658652,0,0.516038,0.740228,0,0.689948,0.72227,0.249045,0.888889,0.442233,0.696938,0.330792,0.509736,0.651907,0.733572,0.777238,0.247489,0.347623,0.479167,0.764418,0,0,0.371142,0,0,0.398421,0.520401,0.740498,0.553196,0.457547,0.0163934,0.57533,0.536284,0.614616,0.492313,0.49738,0.772544,0,0,0,0,0,0,0,0,0,0,0.15053,0,0.670181,0.649919,0,0.211694,0.661296,0.435653,0.186967,0.38642,0.335705,0.300304,0.433927,0.837246,0.804247,0.757831,0.627803,0.46682,0.326502,0,0,0,0.907094,0,0.689381,0.458761,0.471745,0.89882,0,0.525791,0,0.563065,0.596284,0,0.706775,0.0636282,0.24656,0.0886525,0.404688,0.434679,0.268062,0.565292,0.800877,0.364715,0.643204,0.0842297,0.124362,0.101035,0.586045,0,0,0.461486,0,0,0.385171,0.505013,0.733536,0.628205,0.409266,0.246006,0.655801,0.453224,0.483797,0.515464,0.697189,0.644783,0,0,0,0,0,0,0
g10xg2,syn,0.606234,0,0,0,0.219349,0,0.734899,0.600933,0,0.304141,0.557288,0.483458,0.56896,0.234832,0.457058,0.169984,0.262169,0.911901,0.558366,0.763126,0.752182,0.35945,0.31229,0,0,0,0.855739,0,0.647416,0.569287,0.574007,0.746558,0,0.677178,0,0.51931,0.752598,0,0.617886,0.664482,0.22535,0.902222,0.363592,0.663675,0.333274,0.484075,0.655906,0.670251,0.74219,0.228818,0.303396,0.432134,0.726758,0,0,0.370113,0,0,0.407515,0.470804,0.737118,0.524315,0.306604,0,0.573862,0.538693,0.563928,0.420808,0.491527,0.749755,0,0,0,0,0,0,0,0,0,0,0.139827,0,0.652652,0.638275,0,0.213206,0.66174,0.468162,0.164441,0.403822,0.350286,0.301135,0.432217,0.83742,0.806238,0.757695,0.624374,0.459217,0.322754,0,0,0,0.874513,0,0.680442,0.472212,0.491727,0.876134,0,0.541606,0,0.558808,0.619088,0,0.651668,0.0800993,0.177104,0.131797,0.482727,0.45441,0.266275,0.553317,0.783834,0.374604,0.578375,0.0790998,0.112812,0.107369,0.609675,0,0,0.4928,0,0,0.357854,0.508551,0.721253,0.601852,0.467181,0.301917,0.614094,0.434893,0.441153,0.522828,0.686075,0.646808,0,0,0,0,0,0,0
g10xg3,bsyn,0.635516,0,0,0,0.364419,0,0.577839,0.601938,0,0.595456,0.48963,0.260851,0.664714,0.405551,0.256621,0.574646,0.551151,0.957151,0.705739,0.82503,0.785608,0,0.514618,0,0,0,0.877976,0,0.691165,0.878611,0.684936,0.489234,0,0.641309,0,0.511019,0.853538,0,0.512688,0.534414,0.517754,0.226667,0.638835,0.413939,0.44407,0.54566,0.762801,0.250896,0.739039,0.195028,0.261585,0.407513,0.725988,0,0,0.402263,0,0,0.368051,0.0430002,0.770738,0.587386,0.193396,0,0.656681,0.63776,0.623053,0.795495,0.535493,0.423727,0,0,0,0,0,0,0,0,0,0,0.298631,0,0.672026,0.777466,0,0.288306,0.592858,0.516607,0.731456,0.625233,0.393211,0.575699,0.834355,0.862698,0.820173,0.797831,0.743867,0.115899,0.488582,0,0,0,0.910677,0,0.759281,0.842478,0.781455,0.789474,0,0.5382,0,0.447046,0.8125,0,0.696158,0.0291065,0.493069,0.290189,0.503085,0.192825,0.464641,0.606159,0.782821,0.0648734,0.587868,0.314413,0.327462,0.326732,0.636306,0,0,0.416914,0,0,0.369756,0.434834,0.774004,0.738604,0.181467,0.241214,0.278044,0.123894,0.652883,0.525773,0.599957,0.591282,0,0,0,0,0,0,0
g10xg3,syn,0.627674,0,0,0,0.379395,0,0.576523,0.599104,0,0.621107,0.478225,0.278455,0.684919,0.366986,0.26215,0.549502,0.546102,0.938272,0.691148,0.836814,0.798595,0.000299043,0.505821,0,0,0,0.861459,0,0.665703,0.866545,0.704956,0.53724,0,0.685849,0,0.504037,0.843147,0,0.459719,0.483008,0.502263,0.462222,0.535922,0.409187,0.436802,0.526792,0.7668,0.315412,0.74324,0.186301,0.278038,0.376263,0.737149,0,0,0.46965,0,0,0.445093,0.0581481,0.745101,0.604799,0.231132,0,0.640235,0.609756,0.611241,0.744726,0.51106,0.431687,0,0,0,0,0,0,0,0,0,0,0.327424,0,0.647908,0.785337,0,0.268145,0.628378,0.547211,0.7107,0.548943,0.402893,0.517852,0.827014,0.856746,0.802256,0.792542,0.777895,0.147005,0.503923,0,0,0,0.88216,0,0.762456,0.835398,0.79207,0.682396,0,0.574939,0,0.407131,0.814189,0,0.648888,0.0918321,0.50718,0.328014,0.479025,0.20867,0.46311,0.598175,0.782821,0.102848,0.607317,0.321198,0.318221,0.311149,0.654029,0,0,0.442743,0,0,0.470439,0.444663,0.685892,0.733618,0.19112,0.20607,0.278523,0.14665,0.656064,0.534904,0.508318,0.5932,0,0,0,0,0,0,0
g10xg4,bsyn,0.636254,0,0,0,0.371767,0,0.512173,0.519839,0,0.172957,0.51369,0.49729,0.491069,0.527266,0.143353,0.386328,0.636286,0.961586,0.70428,0.8125,0.800085,0,0.631824,0,0,0,0.869864,0,0.815586,0.460695,0.420085,0.614543,0,0.536066,0,0.613136,0.613558,0,0.542621,0.71951,0.47199,0.0666667,0.465534,0.336853,0.386988,0.600906,0.781625,0.313023,0.546469,0.305936,0.188075,0.249053,0.791357,0,0,0.488683,0,0,0.2814,0.000732959,0.815433,0.610321,0.00471698,0.0163934,0.697797,0.642276,0.50993,0.808366,0.544001,0.451314,0,0,0,0,0,0,0,0,0,0,0.345809,0,0.732257,0.489164,0,0.689012,0.558417,0.3724,0.456637,0.41128,0.256386,0.495433,0.811618,0.782354,0.785003,0.813966,0.806647,0.26106,0.540696,0,0,0,0.870199,0,0.832356,0.572389,0.360599,0.443739,0,0.639659,0,0.544971,0.365709,0,0.628665,0.0685921,0.530864,0.218676,0.427205,0.458296,0.285423,0.530698,0.799696,0.412579,0.574207,0.279414,0.40129,0.307329,0.624782,0,0,0.576686,0,0,0.425756,0.100256,0.784038,0.533001,0.202703,0.292332,0.230105,0.230088,0.761531,0.748159,0.672666,0.620697,0,0,0,0,0,0,0
g10xg4,syn,0.626484,0,0,0,0.340558,0,0.488683,0.516456,0,0.15317,0.513835,0.465594,0.586676,0.509826,0.144896,0.376899,0.620935,0.947611,0.680934,0.813842,0.822227,0.0020933,0.609185,0,0,0,0.847802,0,0.804724,0.497258,0.429275,0.676315,0,0.578242,0,0.55815,0.687284,0,0.509362,0.689322,0.462159,0.168889,0.478155,0.340021,0.346924,0.608151,0.784161,0.322581,0.55802,0.296093,0.20166,0.244949,0.803618,0,0,0.502829,0,0,0.312114,0.00293183,0.785085,0.604375,0.00471698,0.0218579,0.680764,0.628124,0.514278,0.767608,0.515824,0.447934,0,0,0,0,0,0,0,0,0,0,0.32007,0,0.698386,0.450243,0,0.653226,0.543765,0.387349,0.458729,0.388595,0.250554,0.48713,0.794227,0.776009,0.79363,0.812881,0.847534,0.234332,0.521958,0,0,0,0.843865,0,0.779601,0.590796,0.365595,0.42922,0,0.626277,0,0.522086,0.513514,0,0.620829,0.114395,0.513014,0.219858,0.474399,0.455007,0.258616,0.538111,0.765778,0.412184,0.562399,0.266176,0.388873,0.306826,0.634273,0,0,0.5952,0,0,0.455805,0.0886574,0.717148,0.519943,0.1139,0.170927,0.162512,0.152339,0.758946,0.740795,0.663846,0.670574,0,0,0,0,0,0,0
g10xg5,bsyn,0.652918,0,0,0,0.604884,0,0.716805,0.690163,0,0.319165,0.469612,0.35945,0.481991,0.402727,0.398046,0.266632,0.415068,0.934727,0.416829,0.775805,0.811582,0.470096,0.428719,0,0,0,0.883179,0,0.676715,0.445704,0.630128,0.455348,0,0.759559,0,0.248527,0.508659,0,0.218527,0.125065,0.468242,0.533333,0.485437,0.847413,0.338238,0.397736,0.49605,0.750299,0.432659,0.60619,0.470642,0.536932,0.639892,0,0,0.607767,0,0,0.489876,0.473736,0.761389,0.468677,0.636792,0.327869,0.319824,0.484493,0.483515,0.681087,0.57946,0.695126,0,0,0,0,0,0,0,0,0,0,0.650612,0,0.662603,0.803558,0,0.706149,0.594444,0.381849,0.503942,0.796302,0.425172,0.527263,0.884462,0.773069,0.811546,0.801763,0.775785,0.28871,0.233165,0,0,0,0.901368,0,0.743796,0.353982,0.795816,0.41833,0,0.49635,0,0.345929,0.310811,0,0.46638,0.0726534,0.486538,0.432033,0.503701,0.608969,0.301506,0.46227,0.755147,0.431566,0.636027,0.537316,0.5887,0.681814,0.788059,0,0,0.416914,0,0,0.319024,0.269314,0.759015,0.769231,0.0791506,0.238019,0.548418,0.496207,0.462823,0.771429,0.78173,0.724608,0,0,0,0,0,0,0
g10xg5,syn,0.6406,0,0,0,0.575628,0,0.711344,0.689888,0,0.308538,0.456571,0.302302,0.553148,0.355564,0.428388,0.297276,0.414714,0.915848,0.437257,0.796689,0.80775,0.515251,0.411902,0,0,0,0.842374,0,0.690916,0.434004,0.644568,0.386516,0,0.800946,0,0.250055,0.55814,0,0.220374,0.0257029,0.457561,0.546667,0.488835,0.780887,0.366424,0.382038,0.475568,0.691756,0.41205,0.582344,0.455547,0.550189,0.640552,0,0,0.576389,0,0,0.489362,0.502565,0.749991,0.484816,0.660377,0.459016,0.305433,0.41072,0.469367,0.628173,0.56367,0.681387,0,0,0,0,0,0,0,0,0,0,0.638727,0,0.626689,0.792884,0,0.702621,0.548205,0.402017,0.495253,0.768334,0.430421,0.52145,0.884462,0.753889,0.809555,0.790644,0.798998,0.378341,0.247219,0,0,0,0.872541,0,0.738716,0.381593,0.793631,0.410163,0,0.544526,0,0.340607,0.361486,0,0.484833,0.0886733,0.466893,0.531324,0.513572,0.64574,0.303293,0.444402,0.720722,0.495253,0.619588,0.529869,0.601309,0.672565,0.784863,0,0,0.450971,0,0,0.335805,0.214075,0.721192,0.786325,0.125483,0.238019,0.483701,0.484197,0.438668,0.735493,0.735408,0.674518,0,0,0,0,0,0,0
g10xg6,bsyn,0.640893,0,0,0,0.208698,0,0.727991,0.719327,0,0.500183,0.562196,0.424836,0.5,0.603046,0.572384,0.464903,0.535952,0.92433,0.537938,0.831891,0.775389,0.311603,0.283959,0,0,0,0.871309,0,0.659774,0.707861,0.636364,0.81892,0,0.694127,0,0.339952,0.397328,0,0.508007,0.185268,0.204555,0.697778,0.579612,0.691658,0.289665,0.481358,0.654052,0.746714,0.658572,0.326129,0.379925,0.261995,0.673429,0,0,0.488426,0,0,0.133493,0.45248,0.809931,0.627522,0.160377,0,0.506608,0.576634,0.498053,0.581337,0.628531,0.600589,0,0,0,0,0,0,0,0,0,0,0.156867,0,0.750379,0.771105,0,0.714214,0.646391,0.395106,0.725664,0.627874,0.693106,0.565458,0.689451,0.878167,0.839416,0.77261,0.752044,0.541014,0.42827,0,0,0,0.88176,0,0.67839,0.772035,0.670933,0.0367514,0,0.577372,0,0.550825,0.195101,0,0.351871,0.120713,0.477663,0.192671,0.280074,0.35426,0.390094,0.668314,0.797334,0.332674,0.734892,0.0985438,0.147367,0.187996,0.729518,0,0,0.453257,0,0,0.333073,0.524867,0.726209,0.698243,0.00579151,0.014377,0.657718,0.522124,0.637078,0.648306,0.72329,0.665246,0,0,0,0,0,0,0
g10xg6,syn,0.628863,0,0,0,0.224651,0,0.72957,0.715396,0,0.486992,0.554353,0.391363,0.572914,0.598993,0.584983,0.439497,0.532216,0.909247,0.564202,0.836665,0.762827,0.326555,0.299612,0,0,0,0.838499,0,0.630176,0.715174,0.639317,0.810801,0,0.714624,0,0.356317,0.390401,0,0.475733,0.187856,0.225704,0.777778,0.539806,0.645195,0.288069,0.465057,0.637472,0.74313,0.624705,0.284221,0.374943,0.264362,0.682226,0,0,0.489969,0,0,0.196637,0.462986,0.783143,0.616267,0.34434,0.00546448,0.491924,0.546221,0.499416,0.55631,0.611788,0.603097,0,0,0,0,0,0,0,0,0,0,0.157261,0,0.720988,0.766361,0,0.635081,0.633198,0.420986,0.682381,0.610628,0.701271,0.576529,0.663578,0.870571,0.832117,0.738169,0.782116,0.517742,0.43963,0,0,0,0.837799,0,0.648202,0.764248,0.673431,0.0449183,0,0.5691,0,0.552954,0.257601,0,0.368554,0.152978,0.438323,0.210993,0.290561,0.356353,0.391882,0.667744,0.775059,0.317247,0.704793,0.0805064,0.135335,0.171107,0.720124,0,0,0.463314,0,0,0.34361,0.521525,0.707206,0.703704,0.0019305,0.00798722,0.623202,0.493047,0.618588,0.602946,0.704145,0.613237,0,0,0,0,0,0,0
g10xg7,bsyn,0.599818,0,0,0,0.364698,0,0.657652,0.675992,0,0.415537,0.447187,0.219182,0.454026,0.300786,0.333119,0.364327,0.382297,0.884958,0.731031,0.851432,0.802214,0.00538278,0.447089,0,0,0,0.879587,0,0.73915,0.86947,0.520512,0.770208,0,0.761924,0,0.48549,0.787729,0,0.5898,0.362601,0.361084,0.906667,0.584466,0.157867,0.469775,0.667019,0.724081,0.286738,0.777763,0.205277,0.146264,0.12279,0.644071,0,0,0.521862,0,0,0.144475,0.0627901,0.827514,0.713103,0.698113,0.0327869,0.800294,0.665161,0.638629,0.545227,0.491867,0.720423,0,0,0,0,0,0,0,0,0,0,0.209528,0,0.763558,0.774016,0,0.52369,0.381137,0.301037,0.625422,0.743474,0.369299,0.485746,0.708411,0.628549,0.846715,0.805695,0.797151,0.374885,0.391147,0,0,0,0.903811,0,0.798945,0.771327,0.56291,0.8049,0,0.561557,0,0.544439,0.762669,0,0.768959,0.000451264,0.366623,0.429078,0.265268,0.562631,0.357161,0.724767,0.787378,0.410997,0.81755,0.114182,0.133025,0.115311,0.668894,0,0,0.590171,0,0,0.28839,0.344211,0.784433,0.663105,0.353282,0.268371,0.697028,0.521492,0.753181,0.801473,0.453607,0.597144,0,0,0,0,0,0,0
g10xg7,syn,0.584089,0,0,0,0.343674,0,0.634755,0.649387,0,0.409674,0.431356,0.205481,0.537628,0.287399,0.353818,0.350183,0.376793,0.876946,0.747082,0.84994,0.808814,0.000897129,0.468693,0,0,0,0.858735,0,0.735363,0.858501,0.523138,0.767737,0,0.771384,0,0.484399,0.781296,0,0.537448,0.248404,0.334489,0.742222,0.441262,0.221225,0.443893,0.673962,0.704282,0.291517,0.768181,0.219077,0.147472,0.12279,0.654516,0,0,0.480195,0,0,0.16987,0.0811141,0.769336,0.681249,0.316038,0,0.797357,0.667269,0.619418,0.494101,0.416661,0.666231,0,0,0,0,0,0,0,0,0,0,0.208641,0,0.739374,0.757736,0,0.495464,0.39452,0.314435,0.596782,0.655065,0.371982,0.499585,0.68717,0.621185,0.838752,0.796475,0.799789,0.370046,0.385994,0,0,0,0.862382,0,0.787466,0.774159,0.545114,0.853902,0,0.573966,0,0.54231,0.745777,0,0.773003,0.00654332,0.297866,0.436761,0.312153,0.569208,0.323717,0.728759,0.777422,0.411788,0.815235,0.125269,0.148041,0.115814,0.637807,0,0,0.526857,0,0,0.287024,0.333202,0.729705,0.62773,0.318533,0.239617,0.676414,0.515171,0.739861,0.752577,0.359171,0.607162,0,0,0,0,0,0,0
g10xg8,bsyn,0.621174,0,0,0,0.507814,0,0.680945,0.566466,0,0.320264,0.555941,0.534319,0.496047,0.415009,0.293906,0.555526,0.31019,0.901722,0.72714,0.798479,0.804982,0.152811,0.294049,0,0,0,0.883072,0,0.686232,0.659963,0.44831,0.117896,0,0.755617,0,0.248309,0.870361,0,0.141537,0.0584785,0.287806,0.631111,0.686408,0.646779,0.345683,0.527094,0.481615,0.646356,0.37162,0.465043,0.512151,0.401199,0.67178,0,0,0.491255,0,0,0.29976,0.100415,0.816655,0.653642,0.919811,0.262295,0.471659,0.553749,0.26999,0,0.436875,0.786719,0,0,0,0,0,0,0,0,0,0,0.193178,0,0.653443,0.769164,0,0.737399,0.570658,0.394189,0.521802,0.720945,0.242739,0.664268,0.676408,0.889867,0.751825,0.749695,0.73569,0.129954,0.483078,0,0,0,0.912759,0,0.603605,0.682124,0.579457,0.758621,0,0.545012,0,0.466738,0.8125,0,0.640293,0.0597924,0.543927,0.108747,0.526527,0.452317,0.317335,0.675727,0.738947,0.31962,0.580922,0.292404,0.293098,0.414396,0.683711,0,0,0.461714,0,0,0.294244,0.201494,0.755883,0.701804,0.61583,0.583067,0.614094,0.506321,0.551789,0.437408,0.684928,0.717361,0,0,0,0,0,0,0
g10xg8,syn,0.610099,0,0,0,0.335628,0,0.680484,0.551015,0,0.297911,0.553871,0.495209,0.543045,0.389339,0.296477,0.577528,0.314179,0.897271,0.700875,0.800418,0.799659,0.223684,0.279301,0,0,0,0.853523,0,0.660322,0.620475,0.452248,0.126368,0,0.776902,0,0.240017,0.854527,0,0.118995,0.00258755,0.259584,0.644444,0.640291,0.616684,0.32707,0.535094,0.458988,0.571087,0.368469,0.415627,0.502491,0.411143,0.674254,0,0,0.505144,0,0,0.333562,0.0982165,0.763511,0.689531,0.948113,0.15847,0.451689,0.542307,0.273559,0,0.440618,0.754007,0,0,0,0,0,0,0,0,0,0,0.229029,0,0.628468,0.768194,0,0.680444,0.579919,0.413511,0.525986,0.715351,0.259186,0.663714,0.65531,0.886855,0.715992,0.746441,0.730414,0.173502,0.473943,0,0,0,0.872602,0,0.607122,0.679646,0.556041,0.724592,0,0.559854,0,0.431613,0.815878,0,0.656471,0.0891245,0.511268,0.112884,0.476866,0.463976,0.303804,0.643604,0.683935,0.352057,0.572355,0.30043,0.29512,0.418719,0.687682,0,0,0.496686,0,0,0.365463,0.223118,0.719489,0.690883,0.57722,0.536741,0.597315,0.457016,0.525746,0.411782,0.625125,0.670681,0,0,0,0,0,0,0
g10xg9,bsyn,0.64175,0,0,0,0.349023,0,0.745164,0.616566,0,0.407475,0.630047,0.410528,0.534407,0.587693,0.272949,0.666317,0.61124,0.894365,0.56858,0.867542,0.80924,0.455144,0.44075,0,0,0,0.906354,0,0.720963,0.783181,0.397768,0.686904,0,0.758376,0,0.39341,0.811974,0,0.790589,0.259445,0.539892,0.577778,0.637864,0.527455,0.325297,0.476377,0.619428,0.664277,0.663954,0.109995,0.0466415,0.0730745,0.710869,0,0,0.36677,0,0,0.478895,0.0784266,0.78131,0.566787,0.731132,0.26776,0.637298,0.579344,0.572105,0.836611,0.663854,0.83088,0,0,0,0,0,0,0,0,0,0,0.0695033,0,0.755453,0.791482,0,0.68246,0.568185,0.419717,0.666774,0.582349,0.334889,0.622474,0.805631,0.82441,0.670869,0.851254,0.826167,0.508065,0.308701,0,0,0,0.911508,0,0.645223,0.734867,0.619107,0.747731,0,0.695864,0,0.465141,0.791385,0,0.751517,0.000902527,0.45368,0.333924,0.70913,0.524664,0.332908,0.553697,0.572562,0.567642,0.575133,0.0174582,0.0680527,0.071881,0.772177,0,0,0.322514,0,0,0.605268,0.176528,0.815962,0.669516,0.480695,0.421725,0.645254,0.54804,0.663221,0.718409,0.595941,0.731642,0,0,0,0,0,0,0
g10xg9,syn,0.637421,0,0,0,0.352326,0,0.721542,0.619309,0,0.393184,0.627593,0.385032,0.585212,0.584254,0.281563,0.647983,0.592608,0.886924,0.569553,0.877983,0.818395,0.46262,0.44295,0,0,0,0.889642,0,0.697543,0.784644,0.408599,0.708083,0,0.773354,0,0.461488,0.79713,0,0.782582,0.317061,0.566912,0.706667,0.630097,0.562302,0.342138,0.461132,0.582659,0.590203,0.636519,0.116794,0.0590189,0.0765467,0.730606,0,0,0.39892,0,0,0.494166,0.0869778,0.762612,0.545339,0.858491,0.213115,0.632599,0.59199,0.561397,0.798355,0.628326,0.793261,0,0,0,0,0,0,0,0,0,0,0.0964904,0,0.745832,0.779623,0,0.638105,0.607002,0.449545,0.671923,0.527346,0.34562,0.620537,0.780684,0.826826,0.613139,0.843797,0.863624,0.458065,0.326151,0,0,0,0.883121,0,0.642927,0.729558,0.593818,0.721416,0,0.722628,0,0.41405,0.775338,0,0.765925,0,0.459912,0.266548,0.696484,0.54858,0.332142,0.545524,0.542018,0.526108,0.547349,0.0203541,0.0648763,0.0721826,0.783701,0,0,0.327543,0,0,0.642927,0.195007,0.775889,0.641975,0.415058,0.375399,0.621764,0.563843,0.65994,0.706922,0.586261,0.700202,0,0,0,0,0,0,0
