Subject,All,193,194,195,196,197,4,198,199,200,201,202,203,11,204,205,206,207,15,23,30,31,32,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,55,56,57,58,59,60,61,62,63,64,69,71,72,73,75,76,100,101,102,103,104,105,106,107,108,109,112,113,114,115,116,117,118,119,120,121,122,123,124,125,128,129,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,190,191,192
1000_3,0.843751,0.772498,0.740957,0.804294,0.72346,0.652883,0.808836,0.7363,0.55246,0.833862,0.742357,0.820522,0.83674,0.907344,0.608431,0.699185,0.8324,0.819355,0,0.806827,0.814923,0.84225,0.858296,0.952439,0.912516,0.885463,0.918151,0.909688,0.86458,0.875428,0,0,0.941521,0.936833,0.901756,0.902481,0.890758,0.503563,0.638219,0.907392,0.823839,0.866515,0.880215,0.931414,0.928366,0.915249,0.929266,0.900741,0.90883,0.190476,0.466667,0.625,0.812524,0.761886,0.858428,0.489716,0.473064,0.846292,0.814023,0.858626,0.892695,0.629792,0.691873,0.757261,0.727583,0.801648,0.813846,0.77292,0.766328,0.776674,0.795273,0.730248,0.80913,0.662018,0.640168,0.590151,0.392334,0.822209,0.661448,0.717387,0.796258,0.607435,0.712235,0.802734,0.628282,0.826559,0.821765,0.483169,0.728075,0.851802,0.805605,0.494262,0.641857,0.844044,0.797829,0.669835,0.706571,0.790286,0.799671,0.51188,0.591536,0.801187,0.774136,0.779848,0.694088,0.791861,0.73768,0.684793,0.415428,0.498633,0.654463,0.666068,0.674042,0.615049,0.658071,0.75991,0.760653,0.833681,0.832692,0.778299,0.789041,0.85667,0.810266,0.649888,0.768517,0.762022,0.590409,0.691095,0.797857,0.814849,0.747461,0.868391,0.704376,0.713906,0.724408,0.773573,0.702097,0.822108,0.793864,0.852632
1001_3,0.856722,0.792376,0.686058,0.793221,0.716128,0.612286,0.853539,0.78891,0.778747,0.784029,0.840639,0.851301,0.834839,0.880668,0.803664,0.77611,0.824482,0.670478,,0.802817,0.781431,0.838181,0.82891,0.940478,0.914899,0.913285,0.942238,0.937624,0.930916,0.911733,0,0,0.940479,0.937293,0.890595,0.88004,0.864156,0.739054,0.317757,0.915563,0.911561,0.907975,0.904733,0.938566,0.941176,0.923058,0.919738,0.892554,0.883087,0.310345,0.340426,0.426667,0.857691,0.789327,0.890094,0.689583,0.677419,0.864554,0.837765,0.845197,0.881713,0.753724,0.471264,0.758377,0.692691,0.794587,0.802279,0.705137,0.777475,0.780537,0.731341,0.68645,0.682147,0.718881,0.753314,0.741772,0.723857,0.845679,0.718663,0.694034,0.786154,0.547381,0.709886,0.806895,0.717899,0.799126,0.740936,0.721399,0.497514,0.795804,0.80226,0.589727,0.786333,0.81532,0.813671,0.589864,0.669924,0.794655,0.796984,0.704762,0.276072,0.709712,0.521627,0.813621,0.829422,0.769398,0.799395,0.733284,0.703181,0.780303,0.652786,0.80446,0.788404,0.714705,0.419917,0.725805,0.696195,0.812986,0.709599,0.756316,0.747143,0.843068,0.828134,0.649189,0.82504,0.757149,0.802474,0.842315,0.857758,0.800742,0.715922,0.787621,0.799216,0.798115,0.686709,0.661183,0.561201,0.752541,0.796914,0.789815
1002_3,0.840069,0.672806,0.741984,0.741848,0.533333,0.335052,0.898794,0.76061,0.778256,0.802147,0.685055,0.811734,0.837359,0.907624,0.712292,0.801744,0.62759,0.718005,,0.804365,0.796267,0.857687,0.850417,0.949252,0.912497,0.912556,0.926628,0.939777,0.919315,0.932073,0,0,0.938553,0.937458,0.823168,0.890305,0.891518,0.745435,0.624697,0.922924,0.950776,0.894231,0.889368,0.928851,0.932324,0.934388,0.920566,0.908928,0.906468,0.487805,0.62963,0.36019,0.797628,0.82734,0.868426,0.601295,0.567993,0.831306,0.807437,0.882113,0.889164,0.716226,0.580827,0.751599,0.672691,0.78883,0.753144,0.786084,0.737237,0.772361,0.709094,0.750325,0.778382,0.741153,0.726751,0.506817,0.676763,0.798397,0.771789,0.68237,0.653858,0.49065,0.573316,0.771987,0.746797,0.673874,0.734945,0.516129,0.638767,0.859166,0.814741,0.628315,0.554654,0.78697,0.832894,0.499136,0.454525,0.813474,0.764858,0.194548,0.12061,0.800676,0.644091,0.762371,0.721251,0.822553,0.705505,0.321805,0.593636,0.359145,0.57021,0.581544,0.707823,0.523625,0.714767,0.792885,0.737602,0.815649,0.730621,0.764057,0.773396,0.851747,0.83092,0.70658,0.632192,0.767573,0.830709,0.818683,0.69723,0.670791,0.788556,0.79793,0.841275,0.655191,0.750208,0.363546,0.510928,0.797354,0.798508,0.790633
1003_3,0.865505,0.728777,0.756489,0.692111,0.707531,0.766251,0.759259,0.772186,0.79698,0.819537,0.853005,0.808023,0.780552,0.893554,0.735642,0.742667,0.714592,0.808223,,0.819407,0.794852,0.86854,0.854428,0.948885,0.90353,0.887236,0.91622,0.925614,0.889765,0.91316,0,0,0.940114,0.941003,0.760437,0.893729,0.864419,0.79387,0.665944,0.855172,0.835918,0.89008,0.894048,0.922663,0.928236,0.923879,0.918084,0.901455,0.889784,0.690909,0.610526,0.4,0.883009,0.836486,0.912741,0.659908,0.573643,0.826047,0.778139,0.886735,0.889364,0.774718,0.734694,0.793831,0.75492,0.745511,0.842653,0.725478,0.826017,0.699018,0.810664,0.810388,0.657994,0.763228,0.748076,0.808489,0.752374,0.841525,0.713274,0.77974,0.816538,0.660518,0.756965,0.817586,0.830144,0.813704,0.81149,0.688814,0.625802,0.817515,0.804844,0.583793,0.833071,0.860328,0.887851,0.766766,0.811416,0.812071,0.841456,0.735823,0.537841,0.876633,0.808894,0.766743,0.741893,0.809457,0.839076,0.7465,0.796248,0.719311,0.686025,0.851758,0.825359,0.451191,0.379822,0.757857,0.773287,0.792669,0.818981,0.751387,0.728545,0.842774,0.838976,0.662788,0.734942,0.833763,0.819277,0.766645,0.7134,0.773035,0.79663,0.867852,0.887784,0.676147,0.760877,0.717489,0.750103,0.832534,0.877833,0.7825
1004_3,0.878525,0.780717,0.795201,0.720575,0.778531,0.786888,0.862444,0.825036,0.828766,0.787257,0.715419,0.86566,0.865138,0.907999,0.80417,0.64835,0.792775,0.851859,,0.816208,0.800535,0.831866,0.836347,0.951658,0.918593,0.913189,0.948991,0.95083,0.927478,0.933111,0,0,0.949628,0.949713,0.822587,0.898091,0.900206,0.646434,0.551422,0.927803,0.927779,0.899419,0.885411,0.932941,0.936154,0.940229,0.938555,0.909106,0.907499,0.773333,0.666667,0.574163,0.883298,0.845982,0.907585,0.676098,0.5995,0.860154,0.861648,0.871556,0.899136,0.70887,0.628227,0.75197,0.765971,0.911574,0.816529,0.812123,0.755524,0.790877,0.809042,0.817506,0.833287,0.742138,0.71065,0.855574,0.741453,0.796393,0.862765,0.765938,0.823547,0.751499,0.756798,0.843255,0.837946,0.873316,0.835663,0.598419,0.468051,0.863947,0.880457,0.649873,0.844704,0.799512,0.861799,0.785545,0.792126,0.8555,0.827505,0.430409,0.574648,0.676005,0.699968,0.813864,0.835944,0.789229,0.783823,0.784251,0.818708,0.661687,0.766861,0.831076,0.664203,0.739925,0.118304,0.881089,0.834055,0.866778,0.864329,0.804535,0.7867,0.816851,0.83653,0.767361,0.673755,0.827624,0.808544,0.846888,0.823645,0.732625,0.780459,0.871948,0.814263,0.73811,0.643055,0.762584,0.775854,0.820008,0.841651,0.758824
1005_3,0.875545,0.821631,0.817516,0.788149,0.743147,0.738795,0.891892,0.823611,0.811989,0.739868,0.75025,0.893588,0.864908,0.887563,0.740641,0.645395,0.81768,0.832931,,0.864728,0.78671,0.823812,0.859596,0.948338,0.928337,0.930594,0.947514,0.947006,0.913013,0.925697,0,0,0.939462,0.943091,0.856417,0.850979,0.856197,0.606607,0.700304,0.960476,0.970575,0.895787,0.886348,0.914603,0.927471,0.935457,0.93303,0.910214,0.915009,0.444444,0.65,0.744186,0.840984,0.75499,0.883558,0.646132,0.680248,0.870036,0.808318,0.888818,0.872182,0.848358,0.755241,0.653531,0.795433,0.759681,0.824594,0.826944,0.836487,0.711753,0.813849,0.797968,0.759029,0.687032,0.789609,0.734819,0.790522,0.864419,0.863271,0.806759,0.808738,0.779309,0.771722,0.832885,0.845014,0.815855,0.841882,0.696273,0.69741,0.794897,0.768213,0.728362,0.661767,0.848067,0.888001,0.739109,0.806049,0.822172,0.8364,0.788578,0.406166,0.847613,0.801532,0.867904,0.70859,0.844722,0.837751,0.716028,0.83927,0.748123,0.795272,0.507129,0.849803,0.28719,0.534434,0.740608,0.648966,0.853091,0.805172,0.778308,0.786004,0.849902,0.858647,0.789237,0.688193,0.846984,0.813496,0.812028,0.843991,0.809313,0.834518,0.822749,0.891169,0.734756,0.578041,0.824723,0.788473,0.756782,0.851492,0.822006
1008_3,0.862885,0.854071,0.56042,0.73364,0.626721,0.709121,0.862291,0.738822,0.786735,0.73357,0.825618,0.84413,0.855332,0.921091,0.648798,0.655749,0.800127,0.818853,,0.868881,0.883404,0.869222,0.847086,0.93868,0.933778,0.939529,0.944199,0.943532,0.888471,0.907443,0,0,0.946636,0.947846,0.905007,0.902295,0.89021,0.709677,0.613027,0.921212,0.947752,0.908537,0.90839,0.941948,0.940589,0.93324,0.938037,0.898458,0.884392,0.454545,0.84375,0.529101,0.843323,0.860892,0.91619,0.525745,0.61685,0.864413,0.843445,0.865431,0.894113,0.765922,0.525663,0.626924,0.565447,0.817731,0.819592,0.73952,0.809208,0.673894,0.837139,0.761316,0.738633,0.667451,0.771795,0.716549,0.772145,0.824574,0.784665,0.780028,0.740482,0.752469,0.778132,0.734052,0.723714,0.739017,0.814221,0.728051,0.549252,0.743753,0.851816,0.691046,0.714629,0.86949,0.827249,0.735824,0.718916,0.800075,0.775815,0.557684,0.608029,0.52791,0.823284,0.788441,0.810358,0.815008,0.771373,0.796388,0.676006,0.606179,0.752358,0.735967,0.834233,0.582094,0.571496,0.750231,0.812511,0.76421,0.849705,0.797939,0.792695,0.85831,0.864865,0.402544,0.800349,0.752997,0.851187,0.79704,0.836061,0.769726,0.810634,0.875152,0.867691,0.368201,0.738825,0.715939,0.667819,0.849512,0.835635,0.607822
1009_3,0.853719,0.828278,0.633896,0.65418,0.72394,0.732382,0.892958,0.84704,0.772349,0.797634,0.688293,0.847702,0.82948,0.892838,0.746013,0.732095,0.844901,0.791246,,0.872367,0.786111,0.846975,0.799624,0.955972,0.929936,0.9266,0.947963,0.941286,0.931239,0.9252,0,0,0.9442,0.941787,0.851292,0.873431,0.870865,0.622776,0.630508,0.924736,0.927572,0.922542,0.918367,0.936219,0.948467,0.923165,0.923945,0.897669,0.919449,0.478261,0.355556,0.666667,0.863672,0.828883,0.88913,0.636837,0.557229,0.817607,0.731493,0.882995,0.862153,0.54887,0.500627,0.668785,0.725561,0.736195,0.790779,0.696046,0.822888,0.724822,0.7439,0.786833,0.734379,0.700489,0.663276,0.472958,0.513991,0.750546,0.65326,0.693114,0.708589,0.764548,0.628146,0.751227,0.771874,0.813198,0.789132,0.613134,0.709451,0.848297,0.852556,0.419554,0.41305,0.787879,0.837466,0.776325,0.725512,0.797858,0.723732,0.636943,0.733907,0.789371,0.733002,0.781353,0.716427,0.781894,0.81375,0.598326,0.830688,0.712091,0.657028,0.774218,0.591267,0.75188,0.671022,0.759465,0.806234,0.824967,0.839076,0.789362,0.806623,0.850446,0.835546,0.555782,0.581237,0.831246,0.825465,0.661812,0.788425,0.806444,0.791704,0.864024,0.843637,0.805079,0.664931,0.684078,0.635913,0.658677,0.799409,0.795552
1010_3,0.870137,0.808808,0.814265,0.722516,0.604134,0.648513,0.77193,0.751878,0.811408,0.863102,0.816242,0.859573,0.860295,0.868402,0.820644,0.756354,0.785283,0.842346,0,0.835165,0.823045,0.848513,0.882104,0.947718,0.903328,0.919232,0.946485,0.94416,0.924534,0.914982,0,0,0.950189,0.949152,0.854937,0.882917,0.882247,0.617691,0.440748,0.870285,0.912463,0.896917,0.910402,0.940631,0.942814,0.93308,0.933193,0.894379,0.906733,0.616822,0.566667,0.731183,0.840862,0.844857,0.90967,0.587024,0.574386,0.72589,0.771588,0.878157,0.871898,0.411137,0.530641,0.781448,0.696413,0.870035,0.854778,0.786218,0.789479,0.779353,0.799319,0.722133,0.733333,0.821138,0.675251,0.750615,0.472829,0.8275,0.782442,0.808886,0.767722,0.716574,0.721576,0.786721,0.801777,0.816431,0.756441,0.571371,0.719806,0.813707,0.869013,0.746088,0.700295,0.862824,0.841335,0.629226,0.612146,0.776675,0.746962,0.495471,0.673212,0.571313,0.792583,0.775696,0.731947,0.806055,0.824487,0.74975,0.762425,0.438901,0.588913,0.818627,0.659871,0.680397,0.789228,0.779586,0.832375,0.826395,0.841914,0.76018,0.740697,0.877659,0.865306,0.70545,0.799559,0.809004,0.846798,0.736941,0.836436,0.762022,0.824453,0.870116,0.870924,0.749206,0.832106,0.788346,0.791886,0.825973,0.830199,0.719831
