Subject,All,21,22,23,24,25,26,27,28,29,30,31,32,33,34,41,42,43,44,45,46,47,48,49,50,61,62,63,64,65,66,67,68,81,82,83,84,85,86,87,88,89,90,91,92,101,102,121,122,161,162,163,164,165,166,181,182
S10,0.554233,0.620963,0.645516,0.587538,0.564316,0.661552,0.617479,0.675988,0.639899,0.683479,0.643731,0.585426,0.654403,0.634367,0.701561,0.66004,0.642701,0.54376,0.603372,0.608526,0.630542,0.656976,0.72085,0.599372,0.670114,0.49432,0.491578,0.572442,0.642578,0.648917,0.671303,0.532068,0.532192,0.678083,0.71424,0.568745,0.633272,0.626006,0.712181,0.589884,0.575479,0.572122,0.540356,0.660439,0.711014,0.768983,0.834437,0.549764,0.61726,0,0,0,0,0,0,0,0
S11,0.541088,0.639981,0.645593,0.55167,0.562358,0.589573,0.588488,0.657826,0.633748,0.525505,0.544597,0.542908,0.560685,0.624709,0.621595,0.613804,0.613196,0.594123,0.545572,0.688405,0.645573,0.685889,0.643668,0.658531,0.634268,0.564084,0.437112,0.640057,0.593594,0.621649,0.657607,0.585666,0.495147,0.669006,0.634409,0.612655,0.667192,0.602452,0.624785,0.549057,0.572171,0.51774,0.550792,0.591772,0.593778,0.714145,0.751418,0.662068,0.655449,0,0,0,0,0,0,0,0
S12,0.543445,0.691378,0.653021,0.574651,0.569348,0.548161,0.608736,0.662271,0.594287,0.627369,0.624055,0.61537,0.605942,0.597282,0.598065,0.664182,0.615944,0.608724,0.568038,0.663551,0.592375,0.713184,0.5659,0.625083,0.615959,0.530727,0.53551,0.591817,0.569067,0.581277,0.671854,0.544886,0.435692,0.722977,0.663793,0.611869,0.574209,0.619874,0.606269,0.580007,0.615306,0.463459,0.55601,0.693454,0.687102,0.774206,0.782877,0.637992,0.670792,0,0,0,0,0,0,0,0
S13,0.549675,0.651624,0.690114,0.5566,0.56675,0.63024,0.592796,0.683158,0.649229,0.523044,0.593459,0.603511,0.599044,0.584019,0.670377,0.643812,0.600539,0.587064,0.562645,0.677455,0.559523,0.576161,0.638416,0.67773,0.70458,0.512561,0.518264,0.508091,0.574264,0.668639,0.683996,0.581468,0.448923,0.724604,0.716886,0.612555,0.646572,0.618307,0.654538,0.589584,0.565859,0.592337,0.584883,0.717846,0.696138,0.803012,0.799232,0.591573,0.681811,0,0,0,0,0,0,0,0
S14,0.558974,0.661854,0.68584,0.654799,0.663443,0.667188,0.674544,0.681564,0.658163,0.546585,0.528434,0.594167,0.599684,0.666116,0.651868,0.697174,0.59377,0.603166,0.586647,0.677939,0.677857,0.554362,0.656434,0.641683,0.625114,0.60169,0.51038,0.57829,0.546493,0.515926,0.583573,0.551669,0.458322,0.650464,0.675299,0.554432,0.691493,0.645655,0.606667,0.563331,0.575616,0.561364,0.557306,0.727997,0.690784,0.743496,0.766148,0.62077,0.65083,0,0,0,0,0,0,0,0
S15,0.56019,0.723278,0.687061,0.579088,0.616931,0.592676,0.583805,0.635362,0.607427,0.636136,0.573933,0.611932,0.541441,0.641714,0.589129,0.691063,0.598715,0.628449,0.6347,0.628722,0.492178,0.635293,0.641713,0.638659,0.695079,0.563888,0.528908,0.632268,0.573036,0.579787,0.668633,0.591674,0.512253,0.687174,0.659181,0.57001,0.648094,0.609105,0.665607,0.61231,0.634885,0.581501,0.556545,0.676882,0.683938,0.789442,0.796391,0.668403,0.682945,0,0,0,0,0,0,0,0
S16,0.564775,0.712195,0.68429,0.645553,0.683535,0.668632,0.626463,0.657034,0.569162,0.661054,0.657189,0.671837,0.573641,0.641316,0.616944,0.583984,0.544351,0.616507,0.605142,0.567874,0.632963,0.621658,0.680308,0.65628,0.628562,0.493,0.421811,0.590128,0.536002,0.685431,0.664514,0.587517,0.455657,0.676555,0.722818,0.664466,0.677581,0.603758,0.591822,0.554269,0.55033,0.554021,0.483127,0.671142,0.597304,0.783075,0.806412,0.668915,0.621711,0,0,0,0,0,0,0,0
S17,0.564437,0.671906,0.674498,0.616982,0.594308,0.632527,0.661543,0.577409,0.63282,0.577111,0.580372,0.531489,0.537235,0.673859,0.67147,0.534933,0.594916,0.583796,0.591803,0.713208,0.677523,0.642321,0.675037,0.681241,0.688359,0.523629,0.507764,0.52879,0.57685,0.630531,0.59378,0.613225,0.565074,0.711582,0.677059,0.653996,0.649036,0.669009,0.666962,0.614882,0.581214,0.564103,0.526589,0.702841,0.688754,0.788657,0.783932,0.578795,0.683712,0,0,0,0,0,0,0,0
S18,0.575249,0.695587,0.654707,0.604001,0.633137,0.57149,0.634919,0.663051,0.670804,0.645745,0.642115,0.612335,0.57076,0.685248,0.555328,0.693796,0.612584,0.634733,0.626194,0.748817,0.506764,0.627348,0.580901,0.641819,0.614082,0.523797,0.55364,0.567647,0.652116,0.610838,0.640477,0.540875,0.5216,0.752436,0.720591,0.669061,0.658225,0.647566,0.66568,0.561055,0.603676,0.528714,0.563054,0.654084,0.672644,0.783845,0.804098,0.663939,0.640942,0,0,0,0,0,0,0,0
S19,0.579714,0.694658,0.678496,0.671622,0.646777,0.598098,0.653022,0.669155,0.658418,0.695602,0.737942,0.559496,0.623639,0.634416,0.623794,0.690288,0.620137,0.63128,0.641415,0.719358,0.498914,0.655459,0.669397,0.62846,0.675761,0.501662,0.453642,0.625543,0.629815,0.617354,0.721335,0.555085,0.48426,0.754575,0.748966,0.668016,0.71667,0.687345,0.66293,0.609646,0.577637,0.511983,0.551792,0.701866,0.680911,0.785914,0.756441,0.606614,0.549287,0,0,0,0,0,0,0,0
S20,0.566858,0.694124,0.66401,0.649257,0.622671,0.664608,0.663344,0.656263,0.645261,0.583605,0.656065,0.611771,0.618258,0.557609,0.632711,0.65488,0.619577,0.588676,0.638534,0.692366,0.64582,0.56784,0.711893,0.628485,0.613554,0.534495,0.520637,0.600226,0.573658,0.642189,0.529777,0.491765,0.490175,0.712517,0.677521,0.658768,0.594483,0.675616,0.698816,0.57375,0.512606,0.599817,0.573145,0.705223,0.647859,0.763058,0.825978,0.611261,0.499171,0,0,0,0,0,0,0,0
S21,0.581514,0.710142,0.711243,0.632395,0.648236,0.654622,0.65537,0.684758,0.66702,0.665549,0.671907,0.590116,0.655756,0.622588,0.6609,0.692767,0.692942,0.593546,0.575919,0.70238,0.691354,0.677996,0.615715,0.715527,0.669812,0.59673,0.551686,0.642028,0.646425,0.725369,0.672244,0.501416,0.570653,0.693649,0.666409,0.691719,0.599055,0.674588,0.67083,0.59007,0.597759,0.564326,0.558582,0.707538,0.694901,0.73059,0.745507,0.673326,0.627951,0,0,0,0,0,0,0,0
S22,0.53413,0.694219,0.690474,0.626018,0.594663,0.531938,0.577588,0.582317,0.57863,0.665278,0.488841,0.595019,0.366749,0.584899,0.668969,0.557542,0.539333,0.574117,0.587329,0.665532,0.616745,0.646046,0.643605,0.650451,0.587031,0.598052,0.554611,0.61959,0.596512,0.507433,0.61854,0.554897,0.487871,0.7194,0.710638,0.630848,0.677667,0.598504,0.686171,0.585797,0.56939,0.538336,0.459504,0.659411,0.625697,0.785093,0.791114,0.63369,0.656846,0,0,0,0,0,0,0,0
S23,0.553912,0.659375,0.672179,0.647715,0.577856,0.673268,0.677227,0.579772,0.64122,0.633682,0.537776,0.589825,0.558517,0.624978,0.643768,0.511445,0.68159,0.521851,0.541906,0.689431,0.651351,0.671884,0.667742,0.633887,0.689094,0.406505,0.392702,0.595001,0.600476,0.641152,0.666292,0.519808,0.446973,0.711249,0.732004,0.645408,0.69225,0.610115,0.648921,0.561717,0.553405,0.581169,0.536579,0.687406,0.640868,0.750569,0.789815,0.639286,0.614403,0,0,0,0,0,0,0,0
S24,0.546792,0.700814,0.58911,0.583874,0.554939,0.661587,0.677583,0.626761,0.620194,0.570834,0.589367,0.631468,0.58485,0.677028,0.681842,0.649138,0.617879,0.583872,0.566842,0.705606,0.675366,0.682805,0.698168,0.672021,0.653086,0.526482,0.497161,0.606546,0.563778,0.506942,0.488481,0.43587,0.487944,0.734933,0.734749,0.635283,0.631108,0.656993,0.659644,0.567773,0.549144,0.483981,0.48086,0.674942,0.671261,0.796055,0.768353,0.600649,0.424949,0,0,0,0,0,0,0,0
S25,0.558578,0.696731,0.67264,0.625113,0.565722,0.634088,0.620265,0.631209,0.601233,0.549075,0.59871,0.502589,0.570741,0.547702,0.616849,0.574081,0.556803,0.57012,0.566307,0.639825,0.654594,0.67385,0.673573,0.622509,0.615651,0.577605,0.402665,0.654968,0.543313,0.677844,0.691172,0.597467,0.397803,0.74652,0.715855,0.65555,0.669946,0.672158,0.598737,0.531219,0.54969,0.491897,0.581772,0.713267,0.603924,0.761871,0.81952,0.598578,0.668138,0,0,0,0,0,0,0,0
S26,0.551969,0.696142,0.673013,0.636039,0.628018,0.682594,0.658058,0.661891,0.582669,0.629936,0.614499,0.560135,0.612418,0.637455,0.674424,0.639436,0.536397,0.594108,0.533125,0.725558,0.658452,0.621198,0.609487,0.656362,0.625882,0.5462,0.54317,0.528848,0.542662,0.602425,0.540431,0.557676,0.450082,0.659237,0.68003,0.663301,0.665144,0.612934,0.665743,0.626762,0.604311,0.5,0.529884,0.648774,0.703453,0.73822,0.697537,0.655481,0.609364,0,0,0,0,0,0,0,0
S27,0.568653,0.652338,0.678164,0.597906,0.591281,0.648787,0.586068,0.691885,0.583115,0.617178,0.659216,0.612641,0.562319,0.668914,0.667621,0.671428,0.617131,0.623431,0.615844,0.705027,0.696757,0.675488,0.638489,0.581662,0.626773,0.560267,0.518703,0.616706,0.537525,0.641453,0.598939,0.57088,0.497358,0.721933,0.713636,0.622936,0.649734,0.655217,0.677675,0.592136,0.572044,0.576693,0.543083,0.717714,0.708832,0.805708,0.821748,0.584306,0.686693,0,0,0,0,0,0,0,0
S28,0.564376,0.708189,0.665713,0.623333,0.594611,0.558306,0.684847,0.629457,0.659967,0.660327,0.61191,0.62767,0.340956,0.638484,0.641216,0.616893,0.583873,0.582479,0.578959,0.699616,0.709864,0.603893,0.695049,0.656189,0.644699,0.469326,0.475822,0.581501,0.570597,0.686113,0.644631,0.451357,0.501321,0.661536,0.714283,0.648092,0.678498,0.653006,0.655925,0.603855,0.569235,0.586673,0.527139,0.705798,0.700414,0.750659,0.746276,0.626811,0.645322,0,0,0,0,0,0,0,0
S29,0.564777,0.670513,0.670374,0.667312,0.629339,0.626609,0.63452,0.656101,0.636409,0.602872,0.650858,0.604619,0.578734,0.647202,0.654821,0.652307,0.572751,0.611491,0.602192,0.677903,0.709108,0.653566,0.696305,0.685003,0.631208,0.515447,0.507076,0.606405,0.570212,0.532178,0.634012,0.48767,0.496361,0.719777,0.701189,0.609385,0.606305,0.624282,0.647442,0.568389,0.612394,0.565433,0.547034,0.70372,0.698384,0.75741,0.79158,0.672742,0.665933,0,0,0,0,0,0,0,0
S30,0.558506,0.671391,0.679777,0.645262,0.633669,0.635469,0.545903,0.648467,0.585833,0.657881,0.689629,0.566181,0.624209,0.6379,0.65478,0.677606,0.646571,0.571837,0.548089,0.724415,0.721339,0.652881,0.676993,0.666034,0.673993,0.488687,0.477242,0.625235,0.62632,0.651958,0.660139,0.599293,0.511947,0.734288,0.723493,0.656715,0.664197,0.66002,0.673962,0.59217,0.46652,0.596505,0.5073,0.679678,0.534854,0.782076,0.813134,0.62094,0.655394,0,0,0,0,0,0,0,0
S31,0.57313,0.689231,0.696498,0.627878,0.598045,0.674755,0.681224,0.684291,0.619102,0.620794,0.611098,0.685462,0.642987,0.589654,0.556971,0.675233,0.655848,0.584625,0.620031,0.640429,0.705556,0.519278,0.703322,0.700605,0.634646,0.596913,0.600254,0.50934,0.622431,0.650418,0.717184,0.612095,0.51659,0.735696,0.708703,0.647515,0.640504,0.641094,0.647951,0.607801,0.568662,0.520356,0.558519,0.719527,0.668601,0.785828,0.772958,0.614226,0.688883,0,0,0,0,0,0,0,0
S32,0.559098,0.67273,0.679324,0.634479,0.63004,0.699225,0.673682,0.601469,0.649602,0.67475,0.722611,0.600753,0.649154,0.515856,0.5546,0.667915,0.685034,0.557984,0.537749,0.701712,0.750428,0.627504,0.621913,0.581073,0.616824,0.463672,0.51718,0.509898,0.523407,0.645522,0.669154,0.468185,0.546569,0.700137,0.688878,0.621015,0.669677,0.633806,0.673283,0.576778,0.612425,0.565709,0.557523,0.71366,0.695848,0.747314,0.766744,0.567445,0.628936,0,0,0,0,0,0,0,0
S33,0.551833,0.6632,0.668297,0.551841,0.593039,0.599627,0.592832,0.668744,0.651128,0.427833,0.557695,0.500392,0.497599,0.487511,0.57303,0.658757,0.620268,0.591636,0.642087,0.676916,0.591043,0.604438,0.655796,0.611674,0.623993,0.490339,0.530746,0.595839,0.523102,0.672592,0.608966,0.49196,0.387402,0.720503,0.709885,0.626326,0.659152,0.633075,0.640912,0.536091,0.536831,0.542998,0.502948,0.738374,0.696591,0.730159,0.746768,0.658061,0.652979,0,0,0,0,0,0,0,0
S34,0.547352,0.665838,0.657022,0.546402,0.525847,0.525753,0.465481,0.657201,0.651319,0.455811,0.481439,0.377989,0.397832,0.646776,0.691807,0.648995,0.655851,0.634845,0.553894,0.631353,0.673872,0.631451,0.600222,0.639995,0.603725,0.498568,0.487866,0.600336,0.583638,0.615772,0.619216,0.495339,0.563459,0.701628,0.714635,0.629528,0.654918,0.610963,0.635878,0.621257,0.611639,0.57153,0.603845,0.643909,0.65688,0.802042,0.796075,0.6845,0.660274,0,0,0,0,0,0,0,0
S35,0.544245,0.672942,0.684965,0.5808,0.578493,0.64386,0.637337,0.672556,0.644061,0.63245,0.618259,0.649558,0.54269,0.642265,0.644131,0.656076,0.647748,0.599083,0.629687,0.735274,0.662432,0.642865,0.685712,0.596122,0.592269,0.45799,0.389133,0.558142,0.537989,0.630163,0.590508,0.516194,0.566481,0.675112,0.696003,0.518505,0.623162,0.582767,0.659211,0.485079,0.546147,0.561652,0.541489,0.653688,0.629898,0.750789,0.768284,0.577923,0.629321,0,0,0,0,0,0,0,0
S36,0.551797,0.687771,0.633116,0.611968,0.572186,0.578149,0.648799,0.654822,0.640716,0.637905,0.6077,0.614943,0.560804,0.648057,0.63062,0.677167,0.578482,0.59498,0.584078,0.596806,0.730473,0.583268,0.721064,0.661358,0.689925,0.559963,0.529479,0.540417,0.577816,0.673161,0.622905,0.420737,0.525912,0.55715,0.721237,0.480157,0.684912,0.598223,0.673203,0.583407,0.567105,0.560318,0.517376,0.666539,0.672159,0.786904,0.786712,0.615168,0.708451,0,0,0,0,0,0,0,0
S37,0.558875,0.686069,0.665047,0.587529,0.599506,0.650027,0.594938,0.671363,0.611115,0.51849,0.549982,0.594526,0.51535,0.639683,0.603645,0.666031,0.631912,0.560669,0.625072,0.648214,0.690025,0.62806,0.669288,0.628482,0.662261,0.634631,0.602302,0.632768,0.585916,0.625036,0.55405,0.566194,0.472866,0.691068,0.655191,0.636479,0.611649,0.669682,0.639994,0.572645,0.505115,0.538985,0.528792,0.663031,0.694208,0.780818,0.786247,0.66764,0.637785,0,0,0,0,0,0,0,0
S38,0.565604,0.700311,0.656772,0.559046,0.538612,0.590928,0.595313,0.665424,0.62964,0.583281,0.648371,0.454654,0.569624,0.591195,0.656968,0.711038,0.646736,0.582695,0.604428,0.615611,0.684883,0.660909,0.697876,0.654275,0.640992,0.509303,0.431098,0.611434,0.537211,0.690406,0.630817,0.549882,0.52155,0.723904,0.707271,0.671254,0.602932,0.690716,0.573369,0.563585,0.560396,0.483891,0.584615,0.614575,0.647098,0.769854,0.751992,0.701622,0.58613,0,0,0,0,0,0,0,0
S39,0.571014,0.670881,0.702867,0.573487,0.630186,0.653321,0.697763,0.662637,0.650374,0.608579,0.656918,0.558977,0.66716,0.589236,0.694084,0.651655,0.637083,0.629916,0.608265,0.678891,0.70753,0.6431,0.698111,0.691199,0.717184,0.544052,0.51616,0.658875,0.61782,0.670489,0.649436,0.484923,0.475955,0.725811,0.679463,0.614746,0.670983,0.626654,0.669345,0.623551,0.612654,0.596449,0.483467,0.700995,0.71073,0.812144,0.791487,0.647645,0.691149,0,0,0,0,0,0,0,0
S40,0.578669,0.698887,0.685114,0.641874,0.66274,0.611805,0.676029,0.646128,0.651998,0.674587,0.697889,0.543355,0.572783,0.650706,0.701382,0.605328,0.649574,0.59602,0.621696,0.69462,0.677832,0.668466,0.69543,0.648844,0.634213,0.596119,0.507142,0.577798,0.618392,0.688138,0.618412,0.490657,0.55619,0.731794,0.77204,0.633573,0.672516,0.672293,0.65198,0.62828,0.554102,0.564414,0.555647,0.707868,0.666643,0.752514,0.791303,0.655378,0.63966,0,0,0,0,0,0,0,0
