SubjectID,Regularization,AllLabels,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,80,81,82,83,84,85,86,87,88,89,90,91,92,93,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207
1003_3x1004_3,bsyn,0.81295,0,0,0,0.913194,0,0,0,0,0,0,0.879839,0,0,0,0,0,0,0,0,0,0,0,0.868369,0,0,0,0,0,0,0.874564,0.900656,0.834813,0,0,0.956176,0.909539,0.913978,0.938643,0.940619,0.915104,0.879017,0,0,0.851925,0.849126,0.880976,0.906744,0.886242,0.592535,0.358108,0.914832,0.936886,0,0,0.910283,0.936751,0.944676,0.930575,0.942359,0.9442,0.942961,0.904118,0.894737,0.4375,0,0,0,0,0.878049,0,0.835721,0.786721,0.840768,0,0.786792,0.421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865975,0.768257,0.854524,0.860752,0.39211,0.663185,0.675465,0.687525,0.844241,0.776127,0,0,0.869917,0.681885,0.696316,0.687929,0.752741,0.735281,0.734231,0.798939,0.729723,0.639871,0.825303,0.762142,0.802822,0.855211,0,0,0.620675,0.624207,0,0,0.754051,0.715094,0.804404,0.779395,0.47788,0.549675,0.810807,0.811815,0.685727,0.809907,0.718728,0.756557,0.619391,0.755025,0.786036,0.79632,0.763485,0.827621,0.782502,0.772727,0.787396,0.796325,0.742283,0.716202,0.859092,0.860294,0,0,0.757169,0.753933,0.68058,0.712143,0.706274,0.786517,0.848823,0.763846,0.818531,0.81622,0.792429,0.736464,0.680954,0.790698,0.795703,0.679492,0.847055,0.749365,0.769797,0.785179,0.792274,0.81051,0.851698,0.782105,0.835098,0.682327,0.654836,0.590829,0,0,0.788188,0.786688,0.863505,0.854017,0.71093,0.715609,0.631133,0.646897,0.653678,0.682116,0.664762,0.778881,0.875151,0.872585,0.712383,0.766667,0.788278,0.793624
1003_3x1004_3,syn,0.807792,0,0,0,0.883681,0,0,0,0,0,0,0.874309,0,0,0,0,0,0,0,0,0,0,0,0.848723,0,0,0,0,0,0,0.869338,0.904405,0.841918,0,0,0.956821,0.902303,0.917794,0.94029,0.940152,0.914533,0.877013,0,0,0.848843,0.847392,0.87122,0.901402,0.879922,0.556765,0.382883,0.925261,0.944904,0,0,0.918565,0.930759,0.943428,0.92566,0.931408,0.930394,0.942557,0.908627,0.684211,0.4375,0,0,0,0,0.707317,0,0.83393,0.768986,0.844676,0,0.788679,0.466165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850843,0.761106,0.85684,0.86473,0.387377,0.620888,0.673186,0.679533,0.836387,0.765164,0,0,0.867896,0.672067,0.691477,0.683074,0.756395,0.71191,0.717308,0.794962,0.731408,0.643087,0.808631,0.75979,0.795251,0.842348,0,0,0.621814,0.620367,0,0,0.746763,0.713698,0.800449,0.770711,0.46951,0.557484,0.804072,0.807069,0.686163,0.799323,0.719728,0.748998,0.602431,0.762772,0.781966,0.778473,0.751037,0.797379,0.774243,0.759358,0.779043,0.790954,0.722549,0.70346,0.847667,0.848652,0,0,0.752012,0.752675,0.678125,0.703617,0.704373,0.768131,0.836938,0.75429,0.81173,0.807028,0.778954,0.7262,0.671636,0.788065,0.78125,0.681801,0.83186,0.741374,0.757681,0.774771,0.795428,0.789797,0.846816,0.773609,0.840798,0.687919,0.684117,0.621693,0,0,0.779759,0.77885,0.847393,0.839003,0.709799,0.696959,0.619019,0.668926,0.650266,0.676948,0.655736,0.746994,0.870751,0.871297,0.703429,0.730263,0.767344,0.794183
1003_3x1005_3,bsyn,0.796403,0,0,0,0.916667,0,0,0,0,0,0,0.848668,0,0,0,0,0,0,0,0,0,0,0,0.679764,0,0,0,0,0,0,0.771777,0.905342,0.857016,0,0,0.958219,0.613816,0.629553,0.926577,0.919886,0.911107,0.882793,0,0,0.837498,0.823491,0.323902,0.745827,0.676957,0.474339,0.387387,0.985805,0.989395,0,0,0.914424,0.935419,0.930324,0.924636,0.847172,0.841299,0.919903,0.919412,0.315789,0.46875,0,0,0,0,0.780488,0,0.843554,0.838108,0.884728,0,0.792453,0.506266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828361,0.702792,0.833108,0.834693,0.616174,0.453264,0.682207,0.613602,0.784555,0.74933,0,0,0.809043,0.77565,0.663751,0.693956,0.723508,0.680449,0.761538,0.708794,0.654874,0.590997,0.816599,0.734191,0.656573,0.811675,0,0,0.680621,0.646244,0,0,0.751493,0.710393,0.699444,0.712861,0.622559,0.604338,0.781264,0.815415,0.519424,0.700254,0.731127,0.805357,0.620891,0.734087,0.764832,0.74977,0.846473,0.808468,0.770878,0.84492,0.803775,0.764806,0.737457,0.732497,0.764837,0.711397,0,0,0.664741,0.570589,0.725446,0.646575,0.702471,0.679265,0.799144,0.763846,0.803178,0.77404,0.732114,0.713113,0.777488,0.881088,0.781641,0.71489,0.82461,0.748021,0.667244,0.803913,0.769807,0.792098,0.774244,0.812426,0.778502,0.659955,0.857143,0.811287,0,0,0.720393,0.748523,0.810101,0.804025,0.736683,0.724044,0.636988,0.659606,0.59781,0.682937,0.720407,0.752614,0.796062,0.803671,0.696222,0.614474,0.767344,0.805928
1003_3x1005_3,syn,0.785825,0,0,0,0.899306,0,0,0,0,0,0,0.833082,0,0,0,0,0,0,0,0,0,0,0,0.6778,0,0,0,0,0,0,0.766551,0.925023,0.869449,0,0,0.958703,0.60625,0.610822,0.923653,0.915994,0.904502,0.880018,0,0,0.826758,0.81532,0.28878,0.720231,0.648031,0.433904,0.416667,0.987833,0.991464,0,0,0.906142,0.930093,0.924917,0.917469,0.820337,0.809281,0.907767,0.914118,0.315789,0.46875,0,0,0,0,0.804878,0,0.840868,0.830377,0.882774,0,0.80566,0.516291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827929,0.711044,0.830407,0.826537,0.610256,0.441253,0.668629,0.584432,0.772775,0.733983,0,0,0.807527,0.763132,0.665426,0.678721,0.749695,0.654831,0.769615,0.693327,0.65367,0.583923,0.799436,0.722983,0.662767,0.8031,0,0,0.665243,0.627212,0,0,0.728774,0.698788,0.694207,0.706055,0.611399,0.578308,0.766876,0.777123,0.527281,0.690093,0.725927,0.787146,0.609785,0.729062,0.754123,0.74425,0.84509,0.810484,0.775161,0.833036,0.793145,0.75265,0.724652,0.72606,0.727705,0.702206,0,0,0.656695,0.559681,0.730357,0.624816,0.668251,0.681307,0.787022,0.73908,0.79328,0.762957,0.71864,0.692584,0.768915,0.878894,0.770312,0.712582,0.812891,0.736072,0.663782,0.797252,0.762318,0.775604,0.763477,0.801885,0.745928,0.664057,0.847382,0.824515,0,0,0.702559,0.729652,0.800326,0.776394,0.710302,0.698266,0.609933,0.597331,0.587731,0.671616,0.691499,0.735102,0.781212,0.786818,0.670015,0.551974,0.758373,0.797539
1003_3x1018_3,bsyn,0.80815,0,0,0,0.847222,0,0,0,0,0,0,0.815988,0,0,0,0,0,0,0,0,0,0,0,0.868369,0,0,0,0,0,0,0.867596,0.866917,0.800178,0,0,0.96607,0.889803,0.887964,0.93856,0.927445,0.925624,0.890113,0,0,0.845591,0.845392,0.892683,0.8856,0.873602,0.55521,0.398649,0.92613,0.943094,0,0,0.941339,0.933422,0.940932,0.929961,0.931047,0.922738,0.950445,0.936078,0.526316,0.375,0,0,0,0,0.731707,0,0.87444,0.919964,0.86747,0,0.709434,0.528822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831388,0.671847,0.776963,0.845634,0.518343,0.537859,0.631694,0.618237,0.847382,0.81827,0,0,0.815105,0.713058,0.645888,0.692449,0.699147,0.754157,0.763462,0.795404,0.604332,0.625723,0.73679,0.770444,0.803854,0.811346,0,0,0.622099,0.611853,0,0,0.777778,0.727213,0.778003,0.725065,0.585094,0.584382,0.834379,0.81296,0.675687,0.746401,0.750575,0.753868,0.734504,0.800251,0.746627,0.7115,0.804979,0.859879,0.797797,0.735888,0.792494,0.799435,0.726508,0.753621,0.76801,0.719975,0,0,0.571488,0.505559,0.641518,0.693325,0.488593,0.756895,0.812455,0.797192,0.79833,0.785449,0.792108,0.738517,0.57063,0.826678,0.74375,0.81339,0.842983,0.750485,0.707486,0.748959,0.826567,0.864212,0.828943,0.782415,0.752443,0.753169,0.551908,0.724868,0,0,0.753863,0.793139,0.777154,0.796358,0.748869,0.757306,0.623662,0.704088,0.575827,0.63224,0.796161,0.774961,0.805632,0.840489,0.690762,0.727851,0.708732,0.737136
1003_3x1018_3,syn,0.797665,0,0,0,0.84375,0,0,0,0,0,0,0.789844,0,0,0,0,0,0,0,0,0,0,0,0.874263,0,0,0,0,0,0,0.84669,0.875351,0.801954,0,0,0.966339,0.897697,0.891086,0.940331,0.925844,0.925542,0.890653,0,0,0.842011,0.839634,0.865366,0.881148,0.873116,0.559876,0.387387,0.924102,0.950078,0,0,0.94548,0.936085,0.931572,0.928323,0.92491,0.916589,0.946804,0.939804,0.263158,0.46875,0,0,0,0,0.756098,0,0.867726,0.912688,0.858027,0,0.709434,0.54386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817985,0.671572,0.752846,0.838671,0.500986,0.520104,0.623528,0.60601,0.834293,0.787089,0,0,0.805759,0.573883,0.635467,0.685083,0.722899,0.747865,0.770385,0.811312,0.580024,0.607717,0.721221,0.756607,0.796628,0.796504,0,0,0.601025,0.598331,0,0,0.770102,0.713478,0.770094,0.714152,0.548027,0.588286,0.824583,0.805924,0.666521,0.744708,0.738126,0.734033,0.713492,0.790201,0.736346,0.698804,0.785615,0.815524,0.780667,0.710042,0.77004,0.786855,0.716734,0.741416,0.762615,0.718137,0,0,0.574789,0.505349,0.633259,0.518671,0.507605,0.771195,0.813169,0.792707,0.773887,0.771823,0.791787,0.722094,0.555721,0.814392,0.719922,0.797999,0.831959,0.729201,0.69537,0.746045,0.824596,0.825853,0.811428,0.736715,0.72842,0.741238,0.572316,0.747795,0,0,0.734074,0.774147,0.724294,0.733589,0.734422,0.728914,0.597214,0.646473,0.55202,0.610664,0.766111,0.721511,0.794302,0.841456,0.683119,0.71886,0.689593,0.685682
1003_3x1019_3,bsyn,0.804389,0,0,0,0.914931,0,0,0,0,0,0,0.856712,0,0,0,0,0,0,0,0,0,0,0,0.852652,0,0,0,0,0,0,0.900697,0.826617,0.930728,0,0,0.9551,0.924671,0.93479,0.925548,0.909063,0.913391,0.902289,0,0,0.859812,0.842744,0.862439,0.798353,0.864852,0.542768,0.423423,0.829664,0.87791,0,0,0.934438,0.956059,0.937396,0.943068,0.937786,0.942691,0.926982,0.938235,0.631579,0.5625,0,0,0,0,0.585366,0,0.829902,0.815825,0.866819,0,0.571698,0.518797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813013,0.638564,0.846035,0.853591,0.495464,0.696084,0.719806,0.575082,0.842408,0.787333,0,0,0.784542,0.747668,0.672311,0.555835,0.529842,0.750112,0.786154,0.785241,0.612756,0.589389,0.742798,0.683963,0.736407,0.725264,0,0,0.607433,0.657596,0,0,0.791424,0.693794,0.727555,0.650199,0.518932,0.596095,0.802847,0.801342,0.525098,0.642676,0.747675,0.689951,0.682425,0.706658,0.806597,0.747378,0.767635,0.850806,0.661364,0.753417,0.770908,0.757456,0.748778,0.705472,0.652491,0.602022,0,0,0.550444,0.538913,0.722545,0.67539,0.701521,0.675179,0.783694,0.831708,0.779745,0.757546,0.713507,0.676931,0.80246,0.867925,0.853516,0.657945,0.787069,0.741075,0.64907,0.800583,0.762712,0.801304,0.823272,0.775346,0.750407,0.610365,0.668146,0.651675,0,0,0.757405,0.762511,0.8416,0.807219,0.765075,0.713234,0.599838,0.701334,0.589874,0.684249,0.633798,0.68322,0.793092,0.785638,0.67744,0.546711,0.784091,0.771812
1003_3x1019_3,syn,0.798304,0,0,0,0.927083,0,0,0,0,0,0,0.847159,0,0,0,0,0,0,0,0,0,0,0,0.844794,0,0,0,0,0,0,0.881533,0.831303,0.931616,0,0,0.956229,0.925658,0.934443,0.927792,0.904442,0.909395,0.899437,0,0,0.853141,0.838992,0.854634,0.790341,0.857803,0.491446,0.394144,0.838644,0.891102,0,0,0.930297,0.954727,0.937188,0.939382,0.935379,0.936079,0.930218,0.936863,0.631579,0.4375,0,0,0,0,0.536585,0,0.822963,0.819463,0.862585,0,0.586792,0.473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809987,0.6332,0.840826,0.849413,0.477712,0.678329,0.725313,0.574922,0.830628,0.773691,0,0,0.789341,0.736868,0.663751,0.557509,0.53106,0.729438,0.759615,0.767123,0.612034,0.598392,0.729435,0.682579,0.737096,0.719987,0,0,0.59476,0.62788,0,0,0.782042,0.688652,0.727341,0.644684,0.516142,0.591757,0.784938,0.795942,0.5299,0.630398,0.731927,0.683458,0.683026,0.76696,0.79653,0.751426,0.777317,0.84375,0.622515,0.728758,0.750841,0.746007,0.740427,0.680928,0.638527,0.564645,0,0,0.528162,0.557164,0.710938,0.670097,0.694867,0.671093,0.781317,0.821958,0.774291,0.747637,0.697466,0.670259,0.799851,0.855638,0.847266,0.65102,0.771874,0.72696,0.63479,0.808909,0.754829,0.792098,0.815663,0.764494,0.742264,0.585011,0.674357,0.66843,0,0,0.734441,0.753105,0.820963,0.79556,0.772236,0.690544,0.619019,0.690955,0.580748,0.67662,0.624086,0.672243,0.784072,0.787355,0.650142,0.531798,0.764354,0.774609
1003_3x1023_3,bsyn,0.911128,0,0,0,0.928819,0,0,0,0,0,0,0.915033,0,0,0,0,0,0,0,0,0,0,0,0.886051,0,0,0,0,0,0,0.91115,0.907216,0.909414,0,0,0.973006,0.932237,0.92924,0.950626,0.94299,0.929457,0.916468,0,0.2,0.940931,0.934401,0.862439,0.932339,0.93826,0.842924,0.743243,0.90759,0.869115,0,0,0.931677,0.901465,0.961522,0.949007,0.96799,0.965429,0.947006,0.936471,0.842105,0.75,0,0,0,0,0.878049,0,0.917189,0.91769,0.929339,0,0.850943,0.553885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918072,0.89465,0.925719,0.933957,0.871006,0.82141,0.903912,0.638776,0.857592,0.869184,0,0,0.886082,0.900589,0.83997,0.866399,0.856882,0.92,0.847692,0.878922,0.933093,0.902251,0.839647,0.857479,0.889539,0.901055,0,0,0.835113,0.86828,0,0,0.901062,0.901506,0.904019,0.90061,0.892387,0.84295,0.89974,0.879071,0.823658,0.905165,0.923608,0.9129,0.845715,0.806533,0.906618,0.89586,0.810512,0.825605,0.869073,0.890969,0.872437,0.875901,0.892113,0.910274,0.869883,0.86152,0,0,0.865071,0.801552,0.889062,0.900911,0.855513,0.776302,0.885904,0.86681,0.867012,0.852859,0.784408,0.767,0.896385,0.915314,0.905859,0.90227,0.887079,0.907692,0.84682,0.879684,0.867954,0.879555,0.903596,0.908849,0.905537,0.839672,0.814552,0.843915,0,0,0.903316,0.89666,0.908219,0.893947,0.905779,0.899145,0.836059,0.823554,0.885406,0.775636,0.906307,0.911004,0.915521,0.915307,0.901288,0.913816,0.787081,0.881991
