SubjectID,Regularization,AllLabels,21,22,23,24,25,26,27,28,29,30,31,32,33,34,41,42,43,44,45,46,47,48,49,50,61,62,63,64,65,66,67,68,81,82,83,84,85,86,87,88,89,90,91,92,101,102,121,122,161,162,163,164,165,166,181,182
S01xS02,bsyn,0.608461,0.709971,0.712638,0.696221,0.711233,0.665521,0.700271,0.587139,0.560116,0.550011,0.494886,0.620828,0.615575,0.558115,0.566818,0.576494,0.604503,0.591701,0.623726,0.4777,0.559796,0.425529,0.62533,0.449167,0.518805,0.352613,0.525114,0.700351,0.592792,0.470025,0.443054,0.274822,0.301354,0.678521,0.745608,0.654813,0.669601,0.51838,0.522775,0.495283,0.564946,0.467692,0.469896,0.690619,0.685387,0.695291,0.743016,0.615886,0.731258,0,0,0,0,0,0,0,0
S01xS02,syn,0.602972,0.703228,0.707187,0.685394,0.692717,0.653818,0.704521,0.582259,0.55606,0.56174,0.493809,0.607477,0.594742,0.508377,0.525,0.564882,0.602974,0.585495,0.608931,0.466127,0.547944,0.415233,0.639391,0.477743,0.529173,0.360042,0.525651,0.703158,0.594168,0.475433,0.425703,0.275031,0.271103,0.685574,0.751167,0.658454,0.663181,0.495543,0.513367,0.480577,0.56875,0.444994,0.487325,0.672226,0.678367,0.686372,0.725555,0.6248,0.723606,0,0,0,0,0,0,0,0
S01xS03,bsyn,0.62037,0.737518,0.680754,0.743207,0.654947,0.609976,0.66519,0.621732,0.590568,0.675624,0.693881,0.637517,0.640873,0.566492,0.567273,0.558647,0.644265,0.533624,0.590077,0.548081,0.513927,0.629337,0.692885,0.352995,0.439114,0.464579,0.395649,0.706807,0.605807,0.584363,0.361383,0.308127,0.313742,0.730683,0.762696,0.698501,0.630882,0.502759,0.670639,0.373196,0.39538,0.490573,0.449072,0.619497,0.706708,0.769757,0.776705,0.533943,0.716861,0,0,0,0,0,0,0,0
S01xS03,syn,0.613356,0.743687,0.675266,0.69249,0.638696,0.635891,0.670796,0.636152,0.581668,0.673065,0.699085,0.633511,0.631944,0.572775,0.547727,0.543216,0.643925,0.521119,0.567524,0.526628,0.515823,0.598025,0.676499,0.366734,0.436674,0.479968,0.377652,0.710456,0.616944,0.589771,0.37043,0.3031,0.306252,0.733358,0.761392,0.693929,0.614865,0.479243,0.670247,0.370699,0.391848,0.453231,0.436623,0.607235,0.699298,0.771002,0.759655,0.532343,0.710506,0,0,0,0,0,0,0,0
S01xS04,bsyn,0.486612,0.338451,0.321822,0.35334,0.530654,0.438696,0.434358,0.184837,0.23429,0.71977,0.670913,0.647196,0.760417,0.565969,0.557273,0.18845,0.248428,0.208966,0.167524,0.29921,0.388527,0.319323,0.312084,0.158454,0.177475,0.228443,0.210046,0.426526,0.455137,0.596415,0.548643,0.197109,0.230481,0.601556,0.678219,0.668529,0.647362,0.532558,0.40345,0.569645,0.454348,0.537983,0.540969,0.591662,0.605174,0.615432,0.673788,0.321143,0.412451,0,0,0,0,0,0,0,0
S01xS04,syn,0.484788,0.33307,0.318686,0.338256,0.530605,0.438603,0.448463,0.184546,0.236288,0.700149,0.674502,0.655874,0.772321,0.564398,0.546364,0.183852,0.24452,0.210726,0.172846,0.281803,0.393386,0.321439,0.312718,0.150394,0.174832,0.224197,0.214612,0.438456,0.455262,0.605995,0.545669,0.197738,0.231922,0.60186,0.680826,0.657692,0.642332,0.521182,0.403685,0.570477,0.458424,0.514735,0.54708,0.578173,0.608424,0.601742,0.665982,0.312686,0.411284,0,0,0,0,0,0,0,0
S01xS05,bsyn,0.590575,0.719261,0.660594,0.63021,0.573152,0.63394,0.671609,0.633676,0.539714,0.580294,0.51265,0.528371,0.566964,0.540838,0.516364,0.587483,0.582073,0.612449,0.610735,0.555231,0.461894,0.604654,0.500053,0.508152,0.67778,0.483948,0.526994,0.62007,0.600175,0.395859,0.418763,0.290532,0.307116,0.591768,0.67616,0.603929,0.641009,0.623567,0.584085,0.508047,0.514674,0.403075,0.44545,0.495769,0.634035,0.684713,0.66023,0.441029,0.492866,0,0,0,0,0,0,0,0
S01xS05,syn,0.586231,0.722633,0.660444,0.632049,0.544837,0.630039,0.670434,0.626029,0.526698,0.568991,0.51588,0.52737,0.540675,0.549215,0.518182,0.577663,0.581648,0.589292,0.594677,0.531897,0.462368,0.601128,0.494238,0.486353,0.683676,0.483948,0.512221,0.641825,0.616819,0.395705,0.408725,0.281944,0.314319,0.584352,0.678013,0.609093,0.629691,0.630104,0.578753,0.513041,0.528261,0.395387,0.458805,0.494175,0.625585,0.692595,0.638455,0.436229,0.49131,0,0,0,0,0,0,0,0
S01xS06,bsyn,0.598872,0.644692,0.684338,0.740159,0.728468,0.583968,0.625316,0.595587,0.534145,0.640009,0.461511,0.635848,0.610119,0.616754,0.536818,0.548905,0.624639,0.597443,0.594136,0.546669,0.498993,0.743724,0.590972,0.516944,0.656638,0.565933,0.459576,0.611228,0.657239,0.496292,0.423101,0.281106,0.316623,0.718889,0.675542,0.515198,0.543649,0.552169,0.664837,0.522475,0.505163,0.455244,0.515165,0.584059,0.627275,0.713337,0.732128,0.472457,0.444099,0,0,0,0,0,0,0,0
S01xS06,syn,0.594189,0.643077,0.686728,0.735796,0.716157,0.572822,0.629566,0.596096,0.510292,0.642568,0.465458,0.604473,0.570933,0.604712,0.518636,0.534097,0.615803,0.576973,0.561389,0.497554,0.48714,0.702116,0.590549,0.544972,0.650132,0.569116,0.468171,0.623719,0.65311,0.487794,0.415789,0.290113,0.317776,0.72667,0.678219,0.531877,0.533192,0.544953,0.655194,0.503052,0.479348,0.452682,0.520598,0.586389,0.627145,0.706907,0.710353,0.468343,0.447082,0,0,0,0,0,0,0,0
