SubjectID,Regularization,AllLabels,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
m10xm11,bsyn,0.793258,0.900216,0.907626,0.859882,0.845868,0.873117,0.872452,0.96655,0.92843,0.836629,0.94131,0.649254,0.612245,0.818673,0.845387,0.841805,0.866759,0.824389,0.815577,0.928943,0.458693,0.772905,0.834105,0.890579,0.886189,0.820487,0.859763,0.848837,0.852364,0.666667,0.730769,0.644914,0.659836,0.744428,0.661447,0.641198,0.497382,0.650888,0.65001,0.58804,0.601075,0.774371,0.642368,0.621558,0.643328,0.674926,0.51226,0.758076,0.652262,0.728501,0.73097,0.528023,0.450765,0.507321,0.523602,0.653439,0.572182,0.614069,0.706715,0.567879,0.648016,0.692068,0.59028,0.305023,0.362866,0.760689,0.763572,0.683127,0.642009,0.646569,0.439669,0.731994,0.612921,0.733568,0.645243,0.737653,0.71589,0.729883,0.693627,0.711209,0.700246,0.671634,0.616878,0.690309,0.674925,0.871956,0.903649,0.575729,0.670259,0.7901,0.807711,0.75749,0.729966,0.648549,0.631602,0.703096,0.774653,0.716026,0.734043,0.769499,0.72259,0.688425,0.760802,0.779182,0.663803,0.681916,0.44682,0.737705,0.690699,0.640114,0.594058,0.529032,0.649407,0.729181,0.681623,0.568255,0.592547,0.731791,0.762267,0.879959,0.870861,0.867683,0.833333,0.849032,0.768965,0.464939,0.553381,0.83372,0.789964,0.674539,0.712733,0,0
m10xm11,syn,0.761875,0.880913,0.889195,0.822682,0.812296,0.854467,0.859346,0.963633,0.9178,0.818573,0.937926,0.522388,0.564626,0.781099,0.854214,0.821003,0.833188,0.815622,0.799687,0.92201,0.451295,0.71065,0.782793,0.895383,0.886701,0.817444,0.840345,0.831008,0.822545,0.666667,0.538462,0.575816,0.596311,0.717579,0.636497,0.585575,0.478403,0.630577,0.634725,0.537099,0.576897,0.75103,0.593933,0.605741,0.571334,0.612488,0.527502,0.715859,0.635973,0.682031,0.697093,0.495583,0.454492,0.4492,0.455072,0.570635,0.538288,0.544112,0.585199,0.495946,0.606144,0.644315,0.514517,0.291143,0.385016,0.720204,0.752714,0.627682,0.60848,0.643571,0.414293,0.723665,0.490889,0.655712,0.577935,0.664548,0.720466,0.724228,0.695159,0.665688,0.695946,0.691161,0.543689,0.697312,0.64312,0.853078,0.887522,0.501411,0.676724,0.756782,0.7652,0.736236,0.684537,0.626913,0.622799,0.63473,0.706631,0.659794,0.636968,0.733287,0.670591,0.559219,0.706019,0.729878,0.612829,0.6507,0.377741,0.785624,0.674838,0.603831,0.563497,0.538249,0.629989,0.644857,0.55,0.536381,0.534955,0.64124,0.760885,0.852713,0.838675,0.890802,0.841902,0.841223,0.755144,0.447749,0.567616,0.820572,0.786412,0.630652,0.689785,0,0
m10xm12,bsyn,0.804319,0.908002,0.910117,0.86741,0.842728,0.864728,0.875193,0.79191,0.708333,0.893379,0.954901,0.798507,0.673469,0.868204,0.859624,0.941621,0.946425,0.915781,0.921594,0.757366,0.819975,0.90094,0.89892,0.935682,0.938107,0.872211,0.864078,0.85814,0.811636,0.666667,0.576923,0.886756,0.856557,0.770517,0.709972,0.646088,0.462696,0.758276,0.685105,0.578073,0.564809,0.803204,0.603229,0.667838,0.635944,0.712587,0.557323,0.716226,0.668326,0.747064,0.7179,0.611027,0.61887,0.512278,0.547619,0.633333,0.549586,0.621065,0.599817,0.702328,0.620406,0.710968,0.746168,0.511566,0.345603,0.752743,0.768668,0.696211,0.72756,0.657229,0.520974,0.753062,0.598564,0.742958,0.600202,0.741565,0.752912,0.775772,0.783088,0.718551,0.779484,0.696814,0.681105,0.699571,0.683964,0.874829,0.879185,0.671684,0.762931,0.760114,0.732081,0.754161,0.713036,0.791557,0.805458,0.724582,0.708056,0.70806,0.742686,0.74559,0.796174,0.551144,0.752315,0.675516,0.712486,0.720129,0.673794,0.84174,0.695746,0.710563,0.675968,0.756682,0.730313,0.763296,0.677649,0.711526,0.603326,0.691929,0.771942,0.882239,0.857219,0.8121,0.788775,0.825931,0.762211,0.67176,0.562722,0.726218,0.631883,0.794592,0.806959,0,0
m10xm12,syn,0.768983,0.871927,0.891707,0.847163,0.823473,0.812525,0.850437,0.749903,0.646117,0.906277,0.947412,0.761194,0.571429,0.855964,0.8582,0.94615,0.932684,0.896387,0.897369,0.7487,0.806412,0.911511,0.869599,0.948225,0.945013,0.889452,0.867314,0.791473,0.783273,0.666667,0.807692,0.873321,0.864754,0.751013,0.655166,0.564181,0.389398,0.730769,0.623278,0.491141,0.454668,0.63524,0.540607,0.62522,0.596519,0.59663,0.520212,0.633994,0.612896,0.653365,0.617524,0.55102,0.522166,0.505519,0.496687,0.587037,0.533266,0.600466,0.502056,0.683495,0.606144,0.656178,0.686106,0.359551,0.334202,0.747446,0.723244,0.651536,0.649526,0.618588,0.543242,0.697697,0.499724,0.72457,0.560729,0.666259,0.716722,0.685298,0.750613,0.593245,0.747543,0.693217,0.660194,0.680145,0.718112,0.834884,0.834768,0.711195,0.739224,0.732984,0.686604,0.741613,0.596783,0.769393,0.763644,0.683758,0.681075,0.682755,0.681848,0.675952,0.747118,0.497981,0.652778,0.55078,0.640893,0.683531,0.609101,0.781841,0.631579,0.620131,0.597665,0.724424,0.690399,0.696816,0.612914,0.629105,0.545119,0.556594,0.718728,0.856931,0.80596,0.78062,0.757498,0.817797,0.740066,0.636562,0.523132,0.684841,0.635435,0.781011,0.777813,0,0
m10xm1,bsyn,0.812177,0.91123,0.923632,0.874731,0.857537,0.891115,0.898835,0.800078,0.783588,0.851247,0.962223,0.574627,0.639456,0.864503,0.871868,0.945647,0.941903,0.924017,0.907268,0.863085,0.884094,0.912294,0.884645,0.895383,0.919949,0.89858,0.909385,0.913953,0.899636,1,0.384615,0.850288,0.860656,0.799899,0.770283,0.653423,0.649869,0.685671,0.612379,0.572536,0.591001,0.707094,0.779354,0.713679,0.613001,0.553023,0.602386,0.697504,0.694118,0.777371,0.705144,0.62321,0.675951,0.478937,0.54824,0.585714,0.617625,0.701516,0.757423,0.712529,0.641251,0.728964,0.658193,0.469597,0.443322,0.751419,0.805008,0.726526,0.685987,0.655563,0.527706,0.697697,0.662065,0.75939,0.647267,0.743521,0.733361,0.708569,0.734375,0.796378,0.743857,0.731244,0.713966,0.635193,0.69066,0.891245,0.904332,0.64158,0.721983,0.793908,0.731092,0.782074,0.679458,0.802111,0.78257,0.766676,0.721547,0.76851,0.734043,0.848886,0.846701,0.664199,0.688272,0.748841,0.705613,0.814316,0.600329,0.808953,0.723864,0.69988,0.673975,0.654378,0.705502,0.778341,0.765397,0.625241,0.463505,0.757382,0.811334,0.900593,0.834834,0.897688,0.863753,0.837319,0.798335,0.687312,0.551157,0.856535,0.742451,0.817684,0.836655,0,0
m10xm1,syn,0.789713,0.900216,0.92034,0.856392,0.83704,0.874501,0.885643,0.782769,0.75326,0.846088,0.957009,0.485075,0.653061,0.859949,0.878132,0.946485,0.952166,0.931722,0.90857,0.805893,0.903822,0.919734,0.888117,0.896717,0.90665,0.897566,0.898598,0.896124,0.859636,1,0.576923,0.817658,0.821721,0.793186,0.732857,0.635697,0.564136,0.650728,0.597711,0.552602,0.527199,0.675973,0.702544,0.659783,0.613265,0.534192,0.599072,0.676211,0.653846,0.743276,0.6399,0.58209,0.677717,0.464068,0.511801,0.595767,0.633191,0.659541,0.708086,0.68271,0.644725,0.682718,0.635888,0.512558,0.484039,0.753121,0.804565,0.699641,0.633739,0.673551,0.564992,0.635963,0.539481,0.732394,0.56832,0.701956,0.696755,0.641583,0.673407,0.778267,0.71683,0.716855,0.632935,0.615767,0.668229,0.875513,0.880962,0.596425,0.646552,0.777725,0.677706,0.772343,0.628104,0.792084,0.767606,0.729856,0.690481,0.755858,0.664561,0.811281,0.818739,0.607672,0.657407,0.723978,0.671821,0.781485,0.567982,0.827869,0.635184,0.638364,0.621203,0.654378,0.665588,0.706263,0.724503,0.580489,0.377271,0.668307,0.779544,0.885431,0.84755,0.876537,0.856041,0.814056,0.776347,0.652387,0.495552,0.842227,0.702931,0.802249,0.815785,0,0
m10xm2,bsyn,0.807638,0.919998,0.928397,0.865048,0.855138,0.872872,0.896608,0.828471,0.748866,0.865004,0.96178,0.783582,0.863946,0.873328,0.888952,0.935749,0.943121,0.899575,0.911435,0.778163,0.816276,0.890368,0.872299,0.914598,0.927366,0.808316,0.86192,0.845736,0.837818,0.833333,0.346154,0.809981,0.803279,0.864868,0.763142,0.677873,0.698298,0.72869,0.643361,0.54485,0.606447,0.784897,0.669276,0.606327,0.542458,0.688801,0.640159,0.723201,0.755204,0.710948,0.746445,0.618946,0.612985,0.503492,0.616563,0.67963,0.554356,0.614458,0.540429,0.641381,0.525507,0.662913,0.703053,0.515532,0.512052,0.721718,0.817195,0.666534,0.710119,0.701532,0.57535,0.744733,0.588625,0.767214,0.689777,0.729584,0.799085,0.719008,0.767463,0.727851,0.79484,0.655961,0.791636,0.670206,0.72146,0.885363,0.889982,0.714017,0.760776,0.828653,0.772615,0.767734,0.680869,0.816887,0.852113,0.709835,0.715941,0.786785,0.749668,0.795497,0.784891,0.697847,0.74537,0.803624,0.651775,0.825619,0.589364,0.800757,0.78659,0.746385,0.723424,0.75023,0.660194,0.751225,0.714073,0.646169,0.410533,0.73622,0.831375,0.870611,0.856689,0.849484,0.88132,0.820563,0.79912,0.589359,0.561833,0.832947,0.77087,0.802611,0.827083,0,0
m10xm2,syn,0.77897,0.905276,0.920729,0.838673,0.829771,0.86766,0.876392,0.77324,0.669359,0.872743,0.96006,0.768657,0.863946,0.85881,0.875569,0.946821,0.953209,0.917641,0.922636,0.783362,0.771887,0.892326,0.854938,0.916733,0.926854,0.807302,0.858684,0.815504,0.807273,0.666667,0.384615,0.796545,0.815574,0.79192,0.709111,0.572127,0.66623,0.725732,0.614161,0.528793,0.572868,0.666362,0.626223,0.64836,0.514768,0.647175,0.638834,0.662996,0.73914,0.686703,0.724697,0.559701,0.580228,0.471728,0.530435,0.685979,0.586744,0.593082,0.592051,0.613916,0.552569,0.597366,0.623427,0.473562,0.45798,0.686152,0.785952,0.628002,0.662457,0.636243,0.569653,0.66389,0.462728,0.701095,0.664474,0.637408,0.750832,0.677468,0.726409,0.706804,0.82801,0.64594,0.76363,0.631127,0.714764,0.866484,0.875222,0.613358,0.709052,0.778677,0.738507,0.73854,0.630079,0.759894,0.853873,0.676043,0.68231,0.732427,0.648271,0.778319,0.762571,0.562584,0.640432,0.777497,0.599656,0.819699,0.571272,0.815889,0.750541,0.709366,0.639806,0.763134,0.6548,0.680896,0.658278,0.595299,0.327379,0.694882,0.762267,0.818969,0.817219,0.845548,0.874893,0.813893,0.794252,0.574898,0.536477,0.794277,0.765098,0.772709,0.803899,0,0
m10xm3,bsyn,0.803656,0.904098,0.905005,0.869268,0.854555,0.851779,0.887956,0.883119,0.825822,0.866724,0.953459,0.529851,0.530612,0.857672,0.878132,0.912263,0.929031,0.920829,0.896327,0.935875,0.889026,0.91112,0.895062,0.923405,0.916624,0.921907,0.866235,0.868992,0.832,0.833333,0.615385,0.840691,0.82582,0.753799,0.71522,0.650978,0.621728,0.762114,0.651381,0.565891,0.554063,0.735469,0.761252,0.709139,0.649393,0.603568,0.63552,0.778267,0.721267,0.746811,0.76537,0.638136,0.474892,0.452579,0.471222,0.512963,0.579965,0.682083,0.735952,0.759351,0.603035,0.674877,0.690093,0.572373,0.395765,0.732879,0.810769,0.624731,0.717561,0.6006,0.567064,0.603136,0.535616,0.67097,0.681174,0.657702,0.682196,0.769247,0.700674,0.793441,0.798526,0.751028,0.693801,0.752202,0.693338,0.900274,0.923603,0.697084,0.741379,0.793432,0.773604,0.816389,0.660271,0.809499,0.761884,0.723606,0.757078,0.710403,0.712101,0.871866,0.799608,0.660834,0.766975,0.725242,0.772623,0.840689,0.740132,0.81652,0.666907,0.741597,0.750664,0.741935,0.709817,0.777467,0.751987,0.66613,0.281183,0.723917,0.739461,0.850889,0.831126,0.855386,0.886033,0.807874,0.76551,0.619645,0.529804,0.815159,0.673179,0.793222,0.814177,nan,0
